"","year","cow_code","n_attacks","party_banVD","oilHM","popHM","polity2","ccode","ccodealp","code_wb","dd_cga","ht_region","country_name","civtot","ethviol","banethnic","banrelig","bansys","banall","govstruct","elecSystem","partybanIEP","elecleg","elecexec","unitary","PRsystem","Independent.Country","NewEthFrac","fd_n_attacks","d_civtot","lnoilcap","lnpop","partybanUni"
"146",2002,41,2,1,0,8861147,-2,332,"HTI",332,0,2,0,0,0,"0","0","0","0","1","2","0","1","1","1",0,1,0.105374326930501,2,0,0,15.9971867724415,0
"147",2003,41,4,1,0,9004561,-2,332,"HTI",332,0,2,0,0,0,"0","0","0","0","1","2","0","1","1","1",0,1,0.105313735842867,2,0,0,16.0132417847098,0
"148",2007,41,0,1,NA,NA,5,332,"HTI",332,0,2,1,1,0,"0","0","0","0","1","4","1","1","1","1",1,1,0.105072033745797,0,1,NA,NA,1
"149",2008,41,0,1,NA,NA,5,332,"HTI",332,0,2,0,0,0,"0","0","0","0","1","4","1","1","1","1",1,1,0.1050115849879,0,0,NA,NA,1
"150",2009,41,0,1,NA,NA,5,332,"HTI",332,NA,2,0,0,0,"0","0","0","0","1","4","1","1","1","1",1,1,0.104951503839479,0,0,NA,NA,1
"151",2010,41,0,1,NA,NA,0,332,"HTI",332,NA,2,0,0,0,"0","0","0","0","1","4","1","1","1","1",1,1,0.104891602567702,0,0,NA,NA,1
"152",2011,41,0,1,NA,NA,0,332,"HTI",332,NA,2,0,0,0,"0","0","0","0","1","4","1","1","1","1",1,1,0.104831503399138,0,0,NA,NA,1
"153",2012,41,0,1,NA,NA,0,332,"HTI",332,NA,2,0,0,0,"0","0","0","0","1","4","1","1","1","1",1,1,0.104771395229282,0,0,NA,NA,1
"154",1970,42,2,1,0,4595872,-3,214,"DOM",214,1,2,0,0,0,"0","0","1","0","1","3","1","1","1","1",1,1,0.41415177442685,NA,0,0,15.3406690672583,1
"155",1971,42,2,1,0,4728481,-3,214,"DOM",214,1,2,0,0,0,"0","0","1","0","1","3","1","1","1","1",1,1,0.41503262563275,0,0,0,15.369114567242,1
"156",1972,42,0,1,0,4861876,-3,214,"DOM",214,1,2,0,0,0,"0","0","0","0","1","3","1","1","1","1",1,1,0.41591451836787,-2,0,0,15.3969349296251,1
"157",1973,42,1,1,0,4995790,-3,214,"DOM",214,1,2,0,0,0,"0","0","0","0","1","3","1","1","1","1",1,1,0.41679747917846,1,0,0,15.4241061157173,1
"158",1974,42,2,1,0,5129921,-3,214,"DOM",214,1,2,0,0,0,"0","0","0","0","1","3","1","1","1","1",1,1,0.41768145438701,1,0,0,15.4506008174182,1
"159",1975,42,0,1,0,5264042,-3,214,"DOM",214,1,2,0,0,0,"0","0","0","0","1","3","1","1","1","1",1,1,0.41856638759058,-2,0,0,15.4764097306789,1
"160",1976,42,0,1,0,5398025,-3,214,"DOM",214,1,2,0,0,0,"0","0","0","0","1","3","1","1","1","1",1,1,0.41945222157906,0,0,0,15.5015437038943,1
"161",1977,42,0,1,0,5531867,-3,214,"DOM",214,1,2,0,0,0,"0","0","0","0","1","3","1","1","1","1",1,1,0.42033915506922,0,0,0,15.52603592954,1
"162",1978,42,1,0,0,5665645,6,214,"DOM",214,1,2,0,0,0,"0","0","0","0","1","3","1","1","1","1",1,1,0.42122704778394,1,0,0,15.5499313029798,0
"163",1979,42,0,0,0,5799505,6,214,"DOM",214,1,2,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.42211590476392,-1,0,0,15.573283127047,0
"164",1980,42,0,0,0,5933569,6,214,"DOM",214,1,2,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.42300567147031,0,0,0,15.5961364449065,0
"165",1981,42,0,0,0,6067885,6,214,"DOM",214,1,2,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.42389665887338,0,0,0,15.6185206673923,0
"166",1982,42,0,0,0,6202451,6,214,"DOM",214,1,2,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.42478840228306,0,0,0,15.6404550944766,0
"167",1983,42,0,0,0,6337293,6,214,"DOM",214,1,2,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.42568120027085,0,0,0,15.6619622636262,0
"168",1984,42,0,0,0,6472430,6,214,"DOM",214,1,2,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.42657481946462,0,0,0,15.6830621755629,0
"169",1985,42,0,0,0,6607910,6,214,"DOM",214,1,2,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.42746933991976,0,0,0,15.7037779742355,0
"170",1986,42,0,0,0,6743702,6,214,"DOM",214,1,2,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.42836483068648,0,0,0,15.7241195902617,0
"171",1987,42,13,0,0,6879912,6,214,"DOM",214,1,2,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.42926130858107,13,0,0,15.74411641913,0
"172",1988,42,1,0,0,7016889,6,214,"DOM",214,1,2,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.43015855891574,-12,0,0,15.7638305153834,0
"173",1989,42,7,0,0,7155087,6,214,"DOM",214,1,2,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.43105678939175,6,0,0,15.7833341302279,0
"174",1990,42,0,0,0,7294812,6,214,"DOM",214,1,2,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.43195576296088,-7,0,0,15.8026739685309,0
"175",1991,42,0,0,0,7436175,6,214,"DOM",214,1,2,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.43285564221715,0,0,0,15.8218671617047,0
"176",1992,42,0,0,0,7579032,6,214,"DOM",214,1,2,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.43375645740216,0,0,0,15.8408960449782,0
"177",1994,42,0,0,0,7868004,5,214,"DOM",214,1,2,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.43556049053011,0,0,0,15.8783149668794,0
"178",1995,42,0,0,0,8013383,5,214,"DOM",214,1,2,0,0,0,"0","0","1","0","1","3","1","1","1","1",1,1,0.43646375615086,0,0,0,15.8966235769473,0
"179",1996,42,0,0,0,8159165,8,214,"DOM",214,1,2,0,0,0,"0","0","1","0","1","3","1","1","1","1",1,1,0.43736794168626,0,0,0,15.914652393273,0
"180",1997,42,0,0,0,8305325,8,214,"DOM",214,1,2,0,0,0,"0","0","1","0","1","3","1","1","1","1",1,1,0.4382728110595,0,0,0,15.9324074333162,0
"181",1998,42,0,0,0,8451659,8,214,"DOM",214,1,2,0,0,0,"0","0","1","0","1","3","1","1","1","1",1,1,0.43917845703167,0,0,0,15.9498733114238,0
"182",1999,42,0,0,0,8597936,8,214,"DOM",214,1,2,0,0,0,"0","0","1","0","1","3","1","1","1","1",1,1,0.44008507786199,0,0,0,15.9670327324191,0
"183",2000,42,0,0,0,8743983,8,214,"DOM",214,1,2,0,0,0,"0","0","1","0","1","3","1","1","1","1",1,1,0.44099226743774,0,0,0,15.9838763646463,0
"184",2001,42,0,0,0,8889627,8,214,"DOM",214,1,2,0,0,0,"0","0","1","0","1","3","1","1","1","1",1,1,0.4419003448535,0,0,0,16.0003956493545,0
"185",2002,42,0,0,0,9034837,8,214,"DOM",214,1,2,0,0,0,"0","0","1","0","1","3","1","1","1","1",1,1,0.44280903941592,0,0,0,16.0165984408939,0
"186",2003,42,0,0,0,9179758,8,214,"DOM",214,1,2,0,0,0,"0","0","1","0","1","3","1","1","1","1",1,1,0.44371843272349,0,0,0,16.0325114005934,0
"187",2004,42,0,0,0,9324633,8,214,"DOM",214,1,2,0,0,0,"0","0","1","0","1","3","1","1","1","1",1,1,0.44462866668365,0,0,0,16.0481701661513,0
"188",2005,42,0,0,0,9469601,8,214,"DOM",214,1,2,0,0,0,"0","0","1","0","1","3","1","1","1","1",1,1,0.44553972517176,0,0,0,16.0635973312229,0
"189",2006,42,0,0,0,9614670,8,214,"DOM",214,1,2,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.44645129125739,0,0,0,16.0788006150432,0
"190",2007,42,0,0,NA,NA,8,214,"DOM",214,1,2,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.44736368309086,0,0,NA,NA,0
"191",2008,42,0,0,NA,NA,8,214,"DOM",214,1,2,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.44827682742895,0,0,NA,NA,0
"192",2009,42,0,0,NA,NA,8,214,"DOM",214,NA,2,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.44919042244482,0,0,NA,NA,0
"193",2010,42,0,0,NA,NA,8,214,"DOM",214,NA,2,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.45010477081944,0,0,NA,NA,0
"194",2011,42,0,0,NA,NA,8,214,"DOM",214,NA,2,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.45101971381462,0,0,NA,NA,0
"195",2012,42,0,0,NA,NA,8,214,"DOM",214,NA,2,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.45193533483182,0,0,NA,NA,0
"196",1970,51,0,0,0,1869000,10,388,"JAM",388,1,10,0,0,0,"0","0","0","0","1","2","0","1","0","1",0,1,0.340476937344406,NA,0,0,14.4409140864377,0
"197",1971,51,0,0,0,1896000,10,388,"JAM",388,1,10,0,0,0,"0","0","0","0","1","2","0","1","0","1",0,1,0.336939065707709,0,0,0,14.4552569617971,0
"198",1972,51,0,0,0,1925000,10,388,"JAM",388,1,10,0,0,0,"0","0","0","0","1","2","0","1","0","1",0,1,0.333414340541171,0,0,0,14.470436525704,0
"199",1973,51,0,0,0,1955000,10,388,"JAM",388,1,10,0,0,0,"0","0","0","0","1","2","0","1","0","1",0,1,0.32990303705818,0,0,0,14.4859007514016,0
"200",1974,51,0,0,0,1985000,10,388,"JAM",388,1,10,0,0,0,"0","0","0","0","1","2","0","1","0","1",0,1,0.326405977015975,0,0,0,14.5011294721034,0
"201",1975,51,0,0,0,2013000,10,388,"JAM",388,1,10,0,0,0,"0","0","0","0","1","2","0","1","0","1",0,1,0.322923464253116,0,0,0,14.5151367046219,0
"202",1976,51,0,0,0,2038000,10,388,"JAM",388,1,10,0,0,0,"0","0","0","0","1","2","0","1","0","1",0,1,0.319456043345216,0,0,0,14.5274794927648,0
"203",1977,51,0,0,0,2060000,10,388,"JAM",388,1,10,0,0,0,"0","0","0","0","1","2","0","1","0","1",0,1,0.316004375716568,0,0,0,14.5382165407658,0
"204",1978,51,0,0,0,2082000,10,388,"JAM",388,1,10,0,0,0,"0","0","0","0","1","2","0","1","0","1",0,1,0.312568872664659,0,0,0,14.5488395281571,0
"205",1979,51,0,0,0,2106000,10,388,"JAM",388,1,10,0,0,0,"0","0","0","0","1","2","0","1","0","1",0,1,0.309150102459317,0,0,0,14.5603009716761,0
"206",1980,51,1,0,0,2133000,10,388,"JAM",388,1,10,1,1,0,"0","0","0","0","1","2","0","1","0","1",0,1,0.305748511967997,1,1,0,14.5730399974535,0
"207",1981,51,0,0,0,2165000,10,388,"JAM",388,1,10,0,0,0,"0","0","0","0","1","2","0","1","0","1",0,1,0.302364328148714,-1,0,0,14.5879309194187,0
"208",1982,51,0,0,0,2200000,10,388,"JAM",388,1,10,0,0,0,"0","0","0","0","1","2","0","1","0","1",0,1,0.298998261642407,0,0,0,14.6039679183285,0
"209",1983,51,0,0,0,2236000,10,388,"JAM",388,1,10,0,0,0,"0","0","0","0","1","2","0","1","0","1",0,1,0.295650707086923,0,0,0,14.6201991132571,0
"210",1984,51,0,0,0,2269000,10,388,"JAM",388,1,10,0,0,0,"0","0","0","0","1","2","0","1","0","1",0,1,0.292321892401538,0,0,0,14.634849763762,0
"211",1985,51,0,0,0,2296000,10,388,"JAM",388,1,10,0,0,0,"0","0","0","0","1","2","0","1","0","1",0,1,0.289012178623131,0,0,0,14.6466790364216,0
"212",1986,51,0,0,0,2315000,10,388,"JAM",388,1,10,0,0,0,"0","0","0","0","1","2","0","1","0","1",0,1,0.285722112971294,0,0,0,14.6549202455025,0
"213",1987,51,0,0,0,2329000,10,388,"JAM",388,1,10,0,0,0,"0","0","0","0","1","2","0","1","0","1",0,1,0.282452203195879,0,0,0,14.6609495488665,0
"214",1988,51,0,0,0,2340000,10,388,"JAM",388,1,10,0,0,0,"0","0","0","0","1","2","0","1","0","1",0,1,0.279202262329155,0,0,0,14.6656614873339,0
"215",1989,51,0,0,0,2351000,10,388,"JAM",388,1,10,0,0,0,"0","0","0","0","1","2","0","1","0","1",0,1,0.275973001637628,0,0,0,14.6703513275222,0
"216",1990,51,0,0,0,2364000,10,388,"JAM",388,1,10,0,0,0,"0","0","0","0","1","2","0","1","0","1",0,1,0.27276472323025,0,0,0,14.6758656575081,0
"217",1991,51,0,0,0,2381000,10,388,"JAM",388,1,10,0,0,0,"0","0","0","0","1","2","0","1","0","1",0,1,0.269577568220865,0,0,0,14.683031125469,0
"218",1992,51,0,0,0,2401000,10,388,"JAM",388,1,10,0,0,0,"0","0","0","0","1","2","0","1","0","1",0,1,0.266411848297428,0,0,0,14.6913958752034,0
"219",1994,51,0,0,0,2445000,9,388,"JAM",388,1,10,0,0,0,"0","0","0","0","1","2","0","1","0","1",0,1,0.260145827407469,0,0,0,14.7095556808911,0
"220",1995,51,0,0,0,2466000,9,388,"JAM",388,1,10,0,0,0,"0","0","0","0","1","2","0","1","0","1",0,1,0.257045871284991,0,0,0,14.7181079627064,0
"221",1996,51,0,0,0,2487000,9,388,"JAM",388,1,10,0,0,0,"0","0","0","0","1","2","0","1","0","1",0,1,0.253968239233152,0,0,0,14.7265877227855,0
"222",1997,51,1,0,0,2507000,9,388,"JAM",388,1,10,0,0,0,"0","0","0","0","1","2","0","1","0","1",0,1,0.25091312575595,1,0,0,14.7345973771404,0
"223",1998,51,0,0,0,2527000,9,388,"JAM",388,1,10,0,0,0,"0","0","0","0","1","2","0","1","0","1",0,1,0.247880745859628,-1,0,0,14.7425433863703,0
"224",1999,51,0,0,0,2547000,9,388,"JAM",388,1,10,0,0,0,"0","0","0","0","1","2","0","1","0","1",0,1,0.244870924477112,0,0,0,14.7504267539616,0
"225",2000,51,0,0,0,2568000,9,388,"JAM",388,1,10,0,0,0,"0","0","0","0","1","2","0","1","0","1",0,1,0.241883982144039,0,0,0,14.758637943792,0
"226",2001,51,0,0,0,2589000,9,388,"JAM",388,1,10,0,0,0,"0","0","0","0","1","2","0","1","0","1",0,1,0.238919846042763,0,0,0,14.7667822587337,0
"227",2002,51,0,0,0,2610000,9,388,"JAM",388,1,10,0,0,0,"0","0","0","0","1","2","0","1","0","1",0,1,0.235978422026817,0,0,0,14.7748607792989,0
"228",2003,51,0,0,0,2631000,9,388,"JAM",388,1,10,0,0,0,"0","0","0","0","1","2","0","1","0","1",0,1,0.233059901074855,0,0,0,14.7828745600224,0
"229",2004,51,0,0,0,2650000,9,388,"JAM",388,1,10,0,0,0,"0","0","0","0","1","2","0","1","0","1",0,1,0.230163896040197,0,0,0,14.7900701979624,0
"230",2005,51,0,0,0,2668000,9,388,"JAM",388,1,10,0,0,0,"0","0","0","0","1","2","0","1","0","1",0,1,0.227290306788911,0,0,0,14.7968396860177,0
"231",2006,51,0,0,0,2683000,9,388,"JAM",388,1,10,0,0,0,"0","0","0","0","1","2","0","1","0","1",0,1,0.22443894626029,0,0,0,14.8024461294078,0
"232",2007,51,0,0,NA,NA,9,388,"JAM",388,1,10,0,0,0,"0","0","0","0","1","2","0","1","0","1",0,1,0.221609353945695,0,0,NA,NA,0
"233",2008,51,0,0,NA,NA,9,388,"JAM",388,1,10,0,0,0,"0","0","0","0","1","2","0","1","0","1",0,1,0.21880094794767,0,0,NA,NA,0
"234",2009,51,0,0,NA,NA,9,388,"JAM",388,NA,10,0,0,0,"0","0","0","0","1","2","0","1","0","1",0,1,0.216013172682699,0,0,NA,NA,0
"235",2010,51,0,0,NA,NA,9,388,"JAM",388,NA,10,0,0,0,"0","0","0","0","1","2","0","1","0","1",0,1,0.213245297731807,0,0,NA,NA,0
"236",2011,51,0,0,NA,NA,9,388,"JAM",388,NA,10,0,0,0,"0","0","0","0","1","2","0","1","0","1",0,1,0.210496014155062,0,0,NA,NA,0
"237",2012,51,0,0,NA,NA,9,388,"JAM",388,NA,10,0,0,0,"0","0","0","0","1","2","0","1","0","1",0,1,0.209936336216653,0,0,NA,NA,0
"238",1970,70,1,0,6,51910000,-6,484,"MEX",484,0,2,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.548968098473182,NA,0,1.1558465915859e-07,17.7650220078034,0
"239",1971,70,0,0,3.2,53552000,-6,484,"MEX",484,0,2,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.549945626764899,-1,0,5.97550027147314e-08,17.7961637024332,0
"240",1972,70,0,0,4.5,55237000,-6,484,"MEX",484,0,2,0,0,0,"0","0","0","0","3","4","1","1","1","0",1,1,0.550919543331477,0,0,8.14671292770452e-08,17.8271435765585,0
"241",1973,70,3,0,2.8,56954000,-6,484,"MEX",484,0,2,0,0,0,"0","0","0","0","3","4","1","1","1","0",1,1,0.551889581588992,3,0,4.91624808768328e-08,17.857754482441,0
"242",1974,70,4,0,3.6,58689000,-6,484,"MEX",484,0,2,0,0,0,"0","0","0","0","3","4","1","1","1","0",1,1,0.552855768161111,1,0,6.13402834142706e-08,17.8877628737116,0
"243",1975,70,7,0,13.582,60430000,-6,484,"MEX",484,0,2,0,0,0,"0","0","0","0","3","4","1","1","1","0",1,1,0.553818083784968,3,0,2.24755890620954e-07,17.9169962283377,0
"244",1976,70,14,0,9.5,62178000,-6,484,"MEX",484,0,2,0,0,0,"0","0","0","0","3","4","1","1","1","0",1,1,0.55477656425246,7,0,1.52787147696771e-07,17.9455117973944,0
"245",1977,70,17,0,7,63927000,-3,484,"MEX",484,0,2,0,0,0,"0","0","0","0","3","4","1","1","1","0",1,1,0.555731115591185,3,0,1.09499892264699e-07,17.9732523653162,0
"246",1978,70,23,0,14,65647000,-3,484,"MEX",484,0,2,0,0,0,"0","0","0","0","3","4","1","1","1","0",1,1,0.556681765500657,6,0,2.13261817002937e-07,17.9998024607916,0
"247",1979,70,6,0,16,67304000,-3,484,"MEX",484,0,2,0,0,0,"0","0","0","0","3","4","1","1","1","0",1,1,0.557628420325362,-17,0,2.37727298455763e-07,18.0247302282128,0
"248",1980,70,3,0,31.25,68872000,-3,484,"MEX",484,0,2,0,0,0,"0","0","0","0","3","4","1","1","1","0",1,1,0.558570941943506,-3,0,4.53740168859588e-07,18.0477602673199,0
"249",1981,70,2,0,44,70339000,-3,484,"MEX",484,0,2,0,0,0,"0","0","0","0","3","4","1","1","1","0",1,1,0.559509585511211,-1,0,6.25541822311062e-07,18.0688369682471,0
"250",1982,70,0,0,56.99,71717000,-3,484,"MEX",484,0,2,0,0,0,"0","0","0","0","3","4","1","1","1","0",1,1,0.560444017186204,-2,0,7.94650882664069e-07,18.08823837649,0
"251",1983,70,0,0,48.3,73046000,-3,484,"MEX",484,0,2,0,0,0,"0","0","0","0","3","4","1","1","1","0",1,1,0.561374386181534,0,0,6.6122695329472e-07,18.106599937646,0
"252",1984,70,0,0,48,74382000,-3,484,"MEX",484,0,2,0,0,0,"0","0","0","0","3","4","1","1","1","0",1,1,0.56230059571636,0,0,6.45317207286916e-07,18.1247245350483,0
"253",1985,70,1,0,48.6,75765000,-3,484,"MEX",484,0,2,0,0,0,"0","0","0","0","3","4","1","1","1","0",1,1,0.563222492130594,1,0,6.41456931451345e-07,18.1431470025524,0
"254",1986,70,0,0,49.3,77207000,-3,484,"MEX",484,0,2,0,0,0,"0","0","0","0","3","4","1","1","1","0",1,1,0.564140316382534,-1,0,6.38542933386061e-07,18.1620006844595,0
"255",1987,70,0,0,54.653,78698000,-3,484,"MEX",484,0,2,0,0,0,"0","0","0","0","3","4","1","1","1","0",1,1,0.565053641196225,0,0,6.94464675321319e-07,18.1811283001041,0
"256",1988,70,1,0,48.61,80235000,0,484,"MEX",484,0,2,0,0,0,"0","0","0","0","3","4","1","1","1","0",1,1,0.565962824564859,1,0,6.05845145713701e-07,18.2004703866156,0
"257",1989,70,0,0,54.11,81807000,0,484,"MEX",484,0,2,0,0,0,"0","0","0","0","3","4","1","1","1","0",1,1,0.566867473036971,-1,0,6.61434621706406e-07,18.2198733724838,0
"258",1990,70,3,0,56.365,83404000,0,484,"MEX",484,0,2,0,0,0,"0","0","0","0","3","4","1","1","1","0",1,1,0.567767834791542,3,0,6.75806687404576e-07,18.2392068278096,0
"259",1991,70,3,0,51.983,85024000,0,484,"MEX",484,0,2,0,0,0,"0","0","0","0","3","4","1","1","1","0",1,1,0.568663575190026,0,0,6.11391890731774e-07,18.2584441275417,0
"260",1992,70,1,0,51.298,86666000,0,484,"MEX",484,0,2,0,0,0,"0","0","0","0","3","4","1","1","1","0",1,1,0.569554766830133,-2,0,5.91904377973406e-07,18.2775722079744,0
"261",1994,70,18,0,50.925,89988000,4,484,"MEX",484,0,2,0,1,1,"0","0","0","0","3","4","1","1","1","0",1,1,0.571323478808616,17,1,5.65908627704376e-07,18.3151868860715,0
"262",1995,70,10,0,50.776,91650000,4,484,"MEX",484,0,2,0,1,1,"0","0","0","0","3","4","0","1","1","0",1,1,0.572200983187948,-8,1,5.54020577600043e-07,18.33348753225,0
"263",1996,70,25,0,49.775,93310000,4,484,"MEX",484,0,2,0,1,1,"0","0","0","0","3","4","0","1","1","0",1,1,0.573073541823885,15,1,5.33436788350144e-07,18.3514378412102,0
"264",1997,70,18,0,48.796,94961000,6,484,"MEX",484,0,2,0,1,1,"0","0","0","0","3","4","0","1","1","0",1,1,0.573941434498727,-7,1,5.13852923416948e-07,18.36897683896,0
"265",1998,70,2,0,40,96571000,6,484,"MEX",484,0,2,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.574804474965626,-16,0,4.14202935877128e-07,18.3857890470723,0
"266",1999,70,1,0,47.822,98103000,6,484,"MEX",484,0,2,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.575662476078512,-1,0,4.87467135083578e-07,18.4015285051078,0
"267",2000,70,2,0,28.399,99531000,8,484,"MEX",484,1,2,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.576515594398924,1,0,2.85328148591749e-07,18.4159797113937,0
"268",2001,70,2,0,28.26,100800000,8,484,"MEX",484,1,2,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.577363692092754,0,0,2.80357103534419e-07,18.4286489136015,0
"269",2002,70,0,0,26.941,1.02e+08,8,484,"MEX",484,1,2,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.578206718874763,-2,0,2.64127416140129e-07,18.4404833712485,0
"270",2003,70,0,0,12.622,103200000,8,484,"MEX",484,1,2,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.579044642992967,0,0,1.22306194131508e-07,18.4521794110117,0
"271",2004,70,0,0,15.674,104300000,8,484,"MEX",484,1,2,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.5798772575021,0,0,1.50278032717056e-07,18.462781919971,0
"272",2005,70,0,0,14.6,105300000,8,484,"MEX",484,1,2,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.580704562947217,0,0,1.38651462469249e-07,18.4723239771042,0
"273",2006,70,0,0,12.8822,106400000,8,484,"MEX",484,1,2,3,3,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.581526538483794,0,1,1.21073300938566e-07,18.4827161348718,0
"274",2007,70,1,0,12.352,NA,8,484,"MEX",484,1,2,3,3,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.582343055147998,1,1,NA,NA,0
"275",2008,70,2,0,11.65,NA,8,484,"MEX",484,1,2,3,3,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.58315419156558,1,1,NA,NA,0
"276",2009,70,0,0,NA,NA,8,484,"MEX",484,NA,2,3,3,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.583959719461927,-2,1,NA,NA,0
"277",2010,70,5,0,NA,NA,8,484,"MEX",484,NA,2,3,3,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.584759519787699,5,1,NA,NA,0
"278",2011,70,1,0,NA,NA,8,484,"MEX",484,NA,2,3,3,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.585553723054048,-4,1,NA,NA,0
"279",2012,70,3,0,NA,NA,8,484,"MEX",484,NA,2,3,3,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.586342105627691,2,1,NA,NA,0
"280",1970,90,3,1,0,5418939,1,320,"GTM",320,1,2,0,5,0,"0","0","1","0","1","4","1","1","1","1",1,1,0.589304110856062,NA,1,0,15.5054105977955,1
"281",1971,90,0,1,0,5569633,1,320,"GTM",320,1,2,0,5,0,"0","0","1","0","1","4","1","1","1","1",1,1,0.588216463264717,-3,1,0,15.5328397210433,1
"282",1972,90,0,1,0,5725285,1,320,"GTM",320,1,2,0,5,0,"0","0","1","0","1","4","1","1","1","1",1,1,0.587090855659658,0,1,0,15.5604028878249,1
"283",1973,90,0,1,0.01,5884290,1,320,"GTM",320,1,2,0,5,0,"0","0","1","0","1","4","1","1","1","1",1,1,0.585927267698487,0,1,1.69944036476557e-09,15.5877966456888,1
"284",1974,90,1,1,0,6044439,-3,320,"GTM",320,1,2,0,5,0,"0","0","1","0","1","4","1","1","1","1",1,1,0.584725759019051,1,1,0,15.6146492337543,1
"285",1975,90,3,1,0,6204241,-3,320,"GTM",320,1,2,0,5,0,"0","0","1","0","1","4","1","1","1","1",1,1,0.583486482137187,2,1,0,15.64074364843,1
"286",1976,90,9,1,0,6362906,-3,320,"GTM",320,1,2,0,5,0,"0","0","1","0","1","4","1","1","1","1",1,1,0.582209704121742,6,1,0,15.6659957491999,1
"287",1977,90,3,1,0.0213,6521123,-3,320,"GTM",320,1,2,0,5,0,"0","0","1","0","1","4","1","1","1","1",1,1,0.580895405978304,-6,1,3.26630855162514e-09,15.6905571583352,1
"288",1978,90,15,1,0.016,6680684,-5,320,"GTM",320,1,2,0,5,0,"0","0","1","0","1","4","1","1","1","1",1,1,0.579543669655988,12,1,2.39496444611387e-09,15.7147309354804,1
"289",1979,90,37,1,0.016,6844181,-5,320,"GTM",320,1,2,0,5,0,"0","0","1","0","1","4","1","1","1","1",1,1,0.57815487785772,22,1,2.33775221129966e-09,15.738909360167,1
"290",1980,90,45,1,0.016,7013435,-5,320,"GTM",320,1,2,0,5,0,"0","0","1","0","1","4","1","1","1","1",1,1,0.57672893035788,8,1,2.28133578434442e-09,15.7633381532583,1
"291",1981,90,82,1,0.02,7189243,-5,320,"GTM",320,1,2,0,5,0,"0","0","1","0","1","4","1","1","1","1",1,1,0.575266137203529,37,1,2.78193401261294e-09,15.7880964390361,1
"292",1982,90,65,1,0.055,7370914,-7,320,"GTM",320,0,2,0,5,0,"0","0","1","0","1","4","1","1","1","1",1,1,0.573766697672053,-17,1,7.46176118107668e-09,15.8130522727584,1
"293",1986,90,13,1,0.05,8124072,3,320,"GTM",320,1,2,0,5,0,"0","0","0","0","1",".a","0","1","1","1",1,1,0.567405543954597,-6,1,6.15454907364593e-09,15.9103420642724,0
"294",1987,90,20,1,0.023,8314777,3,320,"GTM",320,1,2,0,5,0,"0","0","0","0","1","4","0","1","1","1",1,1,0.565725531958733,7,1,2.76615951983362e-09,15.9335448512477,0
"295",1988,90,16,1,0.0415,8507848,3,320,"GTM",320,1,2,0,5,0,"0","0","0","0","1","4","0","1","1","1",1,1,0.564010046734314,-4,1,4.87784922374379e-09,15.9564995896044,0
"296",1989,90,20,1,0.08083,8705022,3,320,"GTM",320,1,2,0,5,0,"0","0","0","0","1","4","0","1","1","1",1,1,0.56225937366699,4,1,9.28544459229985e-09,15.9794106584644,0
