"","year","cow_code","n_riots","country_name","party_banVD","oilHM","popHM","polity2","ccode","ccodealp","code_wb","dd_cga","ht_region","banethnic","banrelig","bansys","banall","govstruct","elecSystem","partybanIEP","elecleg","elecexec","unitary","PRsystem","NewEthFrac","partybanUni"
"1",1990,40,0,"Cuba",1,0,10604907,-7,192,"CUB",192,0,2,"0","0","0","1","1","2",1,"1","0",1,0,0.483001935418815,1
"54",1991,40,0,"Cuba",1,0.1,10688916,-7,192,"CUB",192,0,2,"0","0","0","1","1","2",1,"1","0",1,0,0.484514155960391,1
"107",1992,40,3,"Cuba",1,0.1,10760424,-7,192,"CUB",192,0,2,"0","0","0","1","1","2",1,"1","0",1,0,0.48602324493718,1
"160",1993,40,1,"Cuba",1,0.1,10821794,-7,192,"CUB",192,0,2,"0","0","1","0","1","2",1,"1","0",1,0,0.487529316420046,1
"213",1994,40,5,"Cuba",1,0.1,10877253,-7,192,"CUB",192,0,2,"0","0","1","0","1","2",1,"1","0",1,0,0.48903238321427,1
"266",1995,40,0,"Cuba",1,0.1,10929915,-7,192,"CUB",192,0,2,"0","0","1","0","1","2",1,"1","0",1,0,0.490532410115041,1
"319",1996,40,0,"Cuba",1,0.1,10979923,-7,192,"CUB",192,0,2,"0","0","1","0","1","2",1,"1","0",1,0,0.492029500909964,1
"372",1997,40,0,"Cuba",1,0.1,11026029,-7,192,"CUB",192,0,2,"0","0","1","0","1","2",1,"1","0",1,0,0.493523234034367,1
"425",1998,40,0,"Cuba",1,0.255,11068402,-7,192,"CUB",192,0,2,"0","0","1","0","1","2",1,"1","0",1,0,0.495013979952868,1
"478",1999,40,0,"Cuba",1,0.2835,11107081,-7,192,"CUB",192,0,2,"0","0","1","0","1","2",1,"1","0",1,0,0.496501353275052,1
"531",2000,40,0,"Cuba",1,0.2835,11142065,-7,192,"CUB",192,0,2,"0","0","1","0","1","2",1,"1","0",1,0,0.497985709873583,1
"584",2001,40,0,"Cuba",1,0.2835,11173872,-7,192,"CUB",192,0,2,"0","0","1","0","1","2",1,"1","0",1,0,0.499466682603658,1
"637",2002,40,0,"Cuba",1,0.75,11202599,-7,192,"CUB",192,0,2,"0","0","1","0","1","2",1,"1","0",1,0,0.500944402402911,1
"690",2003,40,0,"Cuba",1,0.75,11227307,-7,192,"CUB",192,0,2,"0","0","1","0","1","2",1,"1","0",1,0,0.502418998403895,1
"743",2004,40,0,"Cuba",1,0.75,11246670,-7,192,"CUB",192,0,2,"0","0","1","0","1","2",1,"1","0",1,0,0.503889915117451,1
"796",2005,40,0,"Cuba",1,0.75,11259905,-7,192,"CUB",192,0,2,"0","0","1","0","1","2",1,"1","0",1,0,0.505357764623935,1
"849",2006,40,0,"Cuba",1,0.75,11266701,-7,192,"CUB",192,0,2,"0","0","0","0","1","2",1,"1","0",1,0,0.506821938588162,1
"902",2007,40,0,"Cuba",1,0.124,NA,-7,192,"CUB",192,0,2,"0","0","0","0","1","2",1,"1","0",1,0,0.508282877903092,1
"955",2008,40,0,"Cuba",1,0.124,NA,-7,192,"CUB",192,0,2,"0","0","0","0","1","2",1,"1","0",1,0,0.509740254421683,1
"1008",2009,40,0,"Cuba",1,NA,NA,-7,192,"CUB",192,NA,2,"0","0","0","0","1","2",1,"1","0",1,0,0.511194177469261,1
"1114",2011,40,0,"Cuba",1,NA,NA,-7,192,"CUB",192,NA,2,"0","0","0","0","1","2",1,"1","0",1,0,0.514091413972866,1
"1167",2012,40,0,"Cuba",1,NA,NA,-7,192,"CUB",192,NA,2,"0","0","0","0","1","2",1,"1","0",1,0,0.515534713973937,1
"2",1990,41,1,"Haiti",1,0,7109594,7,332,"HTI",332,0,2,"0","0","1","0","1","2",1,"1","1",1,0,0.106106909569416,1
"55",1991,41,0,"Haiti",1,0,7254503,-7,332,"HTI",332,0,2,"0","0","1","0","1","2",1,"1","1",1,0,0.106045299467597,1
"108",1992,41,3,"Haiti",1,0,7399228,-7,332,"HTI",332,0,2,"0","0","1","0","1","2",1,"1","1",1,0,0.105984058735604,1
"161",1993,41,1,"Haiti",1,0,7544052,-7,332,"HTI",332,0,2,"0","0","1","0","1","2",1,"1","1",1,0,0.105922617720331,1
"214",1994,41,7,"Haiti",1,0,7689405,7,332,"HTI",332,0,2,"0","0","1","0","1","2",1,"1","1",1,0,0.105861357347958,1
"267",1995,41,9,"Haiti",1,0,7835565,7,332,"HTI",332,0,2,"0","0","0","0","1","2",0,"1","1",1,0,0.105800275403762,0
"320",1996,41,13,"Haiti",1,0,7982751,7,332,"HTI",332,0,2,"0","0","0","0","1","2",0,"1","1",1,0,0.105739184240114,0
"373",1997,41,3,"Haiti",1,0,8130767,7,332,"HTI",332,0,2,"0","0","0","0","1","2",0,"1","1",1,0,0.10567827267088,0
"426",1998,41,0,"Haiti",1,0,8278984,7,332,"HTI",332,0,2,"0","0","0","0","1","2",0,"1","1",1,0,0.105617351912435,0
"532",2000,41,5,"Haiti",1,0,8572836,-2,332,"HTI",332,0,2,"0","0","0","0","1","2",0,"1","1",1,0,0.105495480626084,0
"585",2001,41,4,"Haiti",1,0,8717583,-2,332,"HTI",332,0,2,"0","0","0","0","1","2",0,"1","1",1,0,0.105434908900099,0
"638",2002,41,6,"Haiti",1,0,8861147,-2,332,"HTI",332,0,2,"0","0","0","0","1","2",0,"1","1",1,0,0.105374326930501,0
"691",2003,41,4,"Haiti",1,0,9004561,-2,332,"HTI",332,0,2,"0","0","0","0","1","2",0,"1","1",1,0,0.105313735842867,0
"903",2007,41,2,"Haiti",1,NA,NA,5,332,"HTI",332,0,2,"0","0","0","0","1","4",1,"1","1",1,1,0.105072033745797,1
"956",2008,41,1,"Haiti",1,NA,NA,5,332,"HTI",332,0,2,"0","0","0","0","1","4",1,"1","1",1,1,0.1050115849879,1
"1009",2009,41,0,"Haiti",1,NA,NA,5,332,"HTI",332,NA,2,"0","0","0","0","1","4",1,"1","1",1,1,0.104951503839479,1
"1062",2010,41,0,"Haiti",1,NA,NA,0,332,"HTI",332,NA,2,"0","0","0","0","1","4",1,"1","1",1,1,0.104891602567702,1
"1115",2011,41,0,"Haiti",1,NA,NA,0,332,"HTI",332,NA,2,"0","0","0","0","1","4",1,"1","1",1,1,0.104831503399138,1
"1168",2012,41,0,"Haiti",1,NA,NA,0,332,"HTI",332,NA,2,"0","0","0","0","1","4",1,"1","1",1,1,0.104771395229282,1
"3",1990,42,0,"Dominican Republic",0,0,7294812,6,214,"DOM",214,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.43195576296088,0
"56",1991,42,0,"Dominican Republic",0,0,7436175,6,214,"DOM",214,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.43285564221715,0
"109",1992,42,0,"Dominican Republic",0,0,7579032,6,214,"DOM",214,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.43375645740216,0
"162",1993,42,0,"Dominican Republic",0,0,7723110,6,214,"DOM",214,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.43465797110301,0
"215",1994,42,0,"Dominican Republic",0,0,7868004,5,214,"DOM",214,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.43556049053011,0
"268",1995,42,0,"Dominican Republic",0,0,8013383,5,214,"DOM",214,1,2,"0","0","1","0","1","3",1,"1","1",1,1,0.43646375615086,0
"321",1996,42,1,"Dominican Republic",0,0,8159165,8,214,"DOM",214,1,2,"0","0","1","0","1","3",1,"1","1",1,1,0.43736794168626,0
"374",1997,42,0,"Dominican Republic",0,0,8305325,8,214,"DOM",214,1,2,"0","0","1","0","1","3",1,"1","1",1,1,0.4382728110595,0
"427",1998,42,1,"Dominican Republic",0,0,8451659,8,214,"DOM",214,1,2,"0","0","1","0","1","3",1,"1","1",1,1,0.43917845703167,0
"480",1999,42,1,"Dominican Republic",0,0,8597936,8,214,"DOM",214,1,2,"0","0","1","0","1","3",1,"1","1",1,1,0.44008507786199,0
"533",2000,42,0,"Dominican Republic",0,0,8743983,8,214,"DOM",214,1,2,"0","0","1","0","1","3",1,"1","1",1,1,0.44099226743774,0
"586",2001,42,0,"Dominican Republic",0,0,8889627,8,214,"DOM",214,1,2,"0","0","1","0","1","3",1,"1","1",1,1,0.4419003448535,0
"639",2002,42,0,"Dominican Republic",0,0,9034837,8,214,"DOM",214,1,2,"0","0","1","0","1","3",1,"1","1",1,1,0.44280903941592,0
"692",2003,42,0,"Dominican Republic",0,0,9179758,8,214,"DOM",214,1,2,"0","0","1","0","1","3",1,"1","1",1,1,0.44371843272349,0
"745",2004,42,1,"Dominican Republic",0,0,9324633,8,214,"DOM",214,1,2,"0","0","1","0","1","3",1,"1","1",1,1,0.44462866668365,0
"798",2005,42,0,"Dominican Republic",0,0,9469601,8,214,"DOM",214,1,2,"0","0","1","0","1","3",1,"1","1",1,1,0.44553972517176,0
"851",2006,42,1,"Dominican Republic",0,0,9614670,8,214,"DOM",214,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.44645129125739,0
"904",2007,42,0,"Dominican Republic",0,NA,NA,8,214,"DOM",214,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.44736368309086,0
"957",2008,42,0,"Dominican Republic",0,NA,NA,8,214,"DOM",214,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.44827682742895,0
"1010",2009,42,0,"Dominican Republic",0,NA,NA,8,214,"DOM",214,NA,2,"0","0","0","0","1","3",0,"1","1",1,1,0.44919042244482,0
"1063",2010,42,0,"Dominican Republic",0,NA,NA,8,214,"DOM",214,NA,2,"0","0","0","0","1","3",0,"1","1",1,1,0.45010477081944,0
"1116",2011,42,0,"Dominican Republic",0,NA,NA,8,214,"DOM",214,NA,2,"0","0","0","0","1","3",0,"1","1",1,1,0.45101971381462,0
"1169",2012,42,0,"Dominican Republic",0,NA,NA,8,214,"DOM",214,NA,2,"0","0","0","0","1","3",0,"1","1",1,1,0.45193533483182,0
"4",1990,51,0,"Jamaica",0,0,2364000,10,388,"JAM",388,1,10,"0","0","0","0","1","2",0,"1","0",1,0,0.27276472323025,0
"57",1991,51,0,"Jamaica",0,0,2381000,10,388,"JAM",388,1,10,"0","0","0","0","1","2",0,"1","0",1,0,0.269577568220865,0
"110",1992,51,0,"Jamaica",0,0,2401000,10,388,"JAM",388,1,10,"0","0","0","0","1","2",0,"1","0",1,0,0.266411848297428,0
"163",1993,51,0,"Jamaica",0,0,2422000,9,388,"JAM",388,1,10,"0","0","0","0","1","2",0,"1","0",1,0,0.263268006743754,0
"216",1994,51,0,"Jamaica",0,0,2445000,9,388,"JAM",388,1,10,"0","0","0","0","1","2",0,"1","0",1,0,0.260145827407469,0
"269",1995,51,0,"Jamaica",0,0,2466000,9,388,"JAM",388,1,10,"0","0","0","0","1","2",0,"1","0",1,0,0.257045871284991,0
"322",1996,51,1,"Jamaica",0,0,2487000,9,388,"JAM",388,1,10,"0","0","0","0","1","2",0,"1","0",1,0,0.253968239233152,0
"375",1997,51,1,"Jamaica",0,0,2507000,9,388,"JAM",388,1,10,"0","0","0","0","1","2",0,"1","0",1,0,0.25091312575595,0
"428",1998,51,1,"Jamaica",0,0,2527000,9,388,"JAM",388,1,10,"0","0","0","0","1","2",0,"1","0",1,0,0.247880745859628,0
"481",1999,51,1,"Jamaica",0,0,2547000,9,388,"JAM",388,1,10,"0","0","0","0","1","2",0,"1","0",1,0,0.244870924477112,0
"534",2000,51,0,"Jamaica",0,0,2568000,9,388,"JAM",388,1,10,"0","0","0","0","1","2",0,"1","0",1,0,0.241883982144039,0
"587",2001,51,6,"Jamaica",0,0,2589000,9,388,"JAM",388,1,10,"0","0","0","0","1","2",0,"1","0",1,0,0.238919846042763,0
"640",2002,51,11,"Jamaica",0,0,2610000,9,388,"JAM",388,1,10,"0","0","0","0","1","2",0,"1","0",1,0,0.235978422026817,0
"693",2003,51,3,"Jamaica",0,0,2631000,9,388,"JAM",388,1,10,"0","0","0","0","1","2",0,"1","0",1,0,0.233059901074855,0
"746",2004,51,3,"Jamaica",0,0,2650000,9,388,"JAM",388,1,10,"0","0","0","0","1","2",0,"1","0",1,0,0.230163896040197,0
"799",2005,51,6,"Jamaica",0,0,2668000,9,388,"JAM",388,1,10,"0","0","0","0","1","2",0,"1","0",1,0,0.227290306788911,0
"852",2006,51,0,"Jamaica",0,0,2683000,9,388,"JAM",388,1,10,"0","0","0","0","1","2",0,"1","0",1,0,0.22443894626029,0
"905",2007,51,5,"Jamaica",0,NA,NA,9,388,"JAM",388,1,10,"0","0","0","0","1","2",0,"1","0",1,0,0.221609353945695,0
"958",2008,51,0,"Jamaica",0,NA,NA,9,388,"JAM",388,1,10,"0","0","0","0","1","2",0,"1","0",1,0,0.21880094794767,0
"1011",2009,51,1,"Jamaica",0,NA,NA,9,388,"JAM",388,NA,10,"0","0","0","0","1","2",0,"1","0",1,0,0.216013172682699,0
"1064",2010,51,6,"Jamaica",0,NA,NA,9,388,"JAM",388,NA,10,"0","0","0","0","1","2",0,"1","0",1,0,0.213245297731807,0
"1117",2011,51,2,"Jamaica",0,NA,NA,9,388,"JAM",388,NA,10,"0","0","0","0","1","2",0,"1","0",1,0,0.210496014155062,0
"1170",2012,51,0,"Jamaica",0,NA,NA,9,388,"JAM",388,NA,10,"0","0","0","0","1","2",0,"1","0",1,0,0.209936336216653,0
"5",1990,70,0,"Mexico",0,56.365,83404000,0,484,"MEX",484,0,2,"0","0","0","0","3","4",1,"1","1",0,1,0.567767834791542,0
"58",1991,70,0,"Mexico",0,51.983,85024000,0,484,"MEX",484,0,2,"0","0","0","0","3","4",1,"1","1",0,1,0.568663575190026,0
"111",1992,70,0,"Mexico",0,51.298,86666000,0,484,"MEX",484,0,2,"0","0","0","0","3","4",1,"1","1",0,1,0.569554766830133,0
"164",1993,70,1,"Mexico",0,51.298,88323000,0,484,"MEX",484,0,2,"0","0","0","0","3","4",1,"1","1",0,1,0.570441533264228,0
"217",1994,70,6,"Mexico",0,50.925,89988000,4,484,"MEX",484,0,2,"0","0","0","0","3","4",1,"1","1",0,1,0.571323478808616,0
"270",1995,70,2,"Mexico",0,50.776,91650000,4,484,"MEX",484,0,2,"0","0","0","0","3","4",0,"1","1",0,1,0.572200983187948,0
"323",1996,70,7,"Mexico",0,49.775,93310000,4,484,"MEX",484,0,2,"0","0","0","0","3","4",0,"1","1",0,1,0.573073541823885,0
"376",1997,70,5,"Mexico",0,48.796,94961000,6,484,"MEX",484,0,2,"0","0","0","0","3","4",0,"1","1",0,1,0.573941434498727,0
"429",1998,70,8,"Mexico",0,40,96571000,6,484,"MEX",484,0,2,"0","0","0","0","3","4",0,"1","1",0,1,0.574804474965626,0
"482",1999,70,8,"Mexico",0,47.822,98103000,6,484,"MEX",484,0,2,"0","0","0","0","3","4",0,"1","1",0,1,0.575662476078512,0
"535",2000,70,6,"Mexico",0,28.399,99531000,8,484,"MEX",484,1,2,"0","0","0","0","3","4",0,"1","1",0,1,0.576515594398924,0
"588",2001,70,3,"Mexico",0,28.26,100800000,8,484,"MEX",484,1,2,"0","0","0","0","3","4",0,"1","1",0,1,0.577363692092754,0
"641",2002,70,3,"Mexico",0,26.941,1.02e+08,8,484,"MEX",484,1,2,"0","0","0","0","3","4",0,"1","1",0,1,0.578206718874763,0
"694",2003,70,4,"Mexico",0,12.622,103200000,8,484,"MEX",484,1,2,"0","0","0","0","3","4",0,"1","1",0,1,0.579044642992967,0
"747",2004,70,5,"Mexico",0,15.674,104300000,8,484,"MEX",484,1,2,"0","0","0","0","3","4",0,"1","1",0,1,0.5798772575021,0
"800",2005,70,14,"Mexico",0,14.6,105300000,8,484,"MEX",484,1,2,"0","0","0","0","3","4",0,"1","1",0,1,0.580704562947217,0
"853",2006,70,19,"Mexico",0,12.8822,106400000,8,484,"MEX",484,1,2,"0","0","0","0","3","4",0,"1","1",0,1,0.581526538483794,0
"906",2007,70,32,"Mexico",0,12.352,NA,8,484,"MEX",484,1,2,"0","0","0","0","3","4",0,"1","1",0,1,0.582343055147998,0
"959",2008,70,56,"Mexico",0,11.65,NA,8,484,"MEX",484,1,2,"0","0","0","0","3","4",0,"1","1",0,1,0.58315419156558,0
"1012",2009,70,56,"Mexico",0,NA,NA,8,484,"MEX",484,NA,2,"0","0","0","0","3","4",0,"1","1",0,1,0.583959719461927,0
"1065",2010,70,68,"Mexico",0,NA,NA,8,484,"MEX",484,NA,2,"0","0","0","0","3","4",0,"1","1",0,1,0.584759519787699,0
"1118",2011,70,57,"Mexico",0,NA,NA,8,484,"MEX",484,NA,2,"0","0","0","0","3","4",0,"1","1",0,1,0.585553723054048,0
"1171",2012,70,20,"Mexico",0,NA,NA,8,484,"MEX",484,NA,2,"0","0","0","0","3","4",0,"1","1",0,1,0.586342105627691,0
"6",1990,90,2,"Guatemala",1,0.0416,8907610,3,320,"GTM",320,1,2,"0","0","0","0","1","4",0,"1","1",1,1,0.560473620112907,0
"59",1991,90,0,"Guatemala",1,0.036205,9116348,3,320,"GTM",320,1,2,"0","0","0","0","1","4",0,"1","1",1,1,0.558653358818367,0
"112",1992,90,2,"Guatemala",1,0.034797,9331078,3,320,"GTM",320,1,2,"0","0","0","0","1","4",0,"1","1",1,1,0.556798627349303,0
"165",1993,90,0,"Guatemala",1,0.207,9551166,3,320,"GTM",320,1,2,"0","0","0","0","1","4",0,"1","1",1,1,0.554909825515489,0
"218",1994,90,1,"Guatemala",1,0.207,9775568,3,320,"GTM",320,1,2,"0","0","0","0","1","4",0,"1","1",1,1,0.552987110790973,0
"271",1995,90,0,"Guatemala",0,0.488,10003737,3,320,"GTM",320,1,2,"0","0","0","0","1","4",0,"1","1",1,1,0.551030918630026,0
"324",1996,90,1,"Guatemala",0,0.488,10235377,8,320,"GTM",320,1,2,"0","0","0","0","1","4",0,"1","1",1,1,0.549041520046889,0
"377",1997,90,0,"Guatemala",0,0.2,10471416,8,320,"GTM",320,1,2,"0","0","0","0","1","4",0,"1","1",1,1,0.547019349222057,0
"430",1998,90,0,"Guatemala",0,0.2,10713998,8,320,"GTM",320,1,2,"0","0","0","0","1","4",0,"1","1",1,1,0.544964719158767,0
"483",1999,90,0,"Guatemala",0,0.526,10965985,8,320,"GTM",320,1,2,"0","0","0","0","1","4",0,"1","1",1,1,0.542877828809463,0
"536",2000,90,0,"Guatemala",0,0.526,11229405,8,320,"GTM",320,1,2,"0","0","0","0","1","4",0,"1","1",1,1,0.540759063820757,0
"589",2001,90,2,"Guatemala",0,0.526,11505139,8,320,"GTM",320,1,2,"0","0","0","0","1","4",0,"1","1",1,1,0.538609049453489,0
"642",2002,90,3,"Guatemala",0,0.526,11792579,8,320,"GTM",320,1,2,"0","0","0","0","1","4",0,"1","1",1,1,0.536427898966437,0
"695",2003,90,5,"Guatemala",0,0.526,12090411,8,320,"GTM",320,1,2,"0","0","0","0","1","4",0,"1","1",1,1,0.534216264645928,0
"748",2004,90,0,"Guatemala",0,0.526,12396581,8,320,"GTM",320,1,2,"0","0","0","0","1","4",0,"1","1",1,1,0.531974201072317,0
"801",2005,90,5,"Guatemala",0,0.526,12709564,8,320,"GTM",320,1,2,"0","0","0","0","1","4",0,"1","1",1,1,0.529702460345274,0
"854",2006,90,3,"Guatemala",0,0.526,13028572,8,320,"GTM",320,1,2,"0","0","0","0","1","4",0,"1","1",1,1,0.527401316041551,0
"907",2007,90,3,"Guatemala",0,0.08307,NA,8,320,"GTM",320,1,2,"0","0","0","0","1","4",0,"1","1",1,1,0.525071158928868,0
"960",2008,90,0,"Guatemala",0,0.08307,NA,8,320,"GTM",320,1,2,"0","0","0","0","1","4",0,"1","1",1,1,0.522712476113944,0
"1013",2009,90,4,"Guatemala",0,NA,NA,8,320,"GTM",320,NA,2,"0","0","0","0","1","4",0,"1","1",1,1,0.520325877212868,0
"1066",2010,90,0,"Guatemala",0,NA,NA,8,320,"GTM",320,NA,2,"0","0","0","0","1","4",0,"1","1",1,1,0.517911600652338,0
"1119",2011,90,0,"Guatemala",0,NA,NA,8,320,"GTM",320,NA,2,"0","0","0","0","1","4",0,"1","1",1,1,0.515470164716895,0
"1172",2012,90,2,"Guatemala",0,NA,NA,8,320,"GTM",320,NA,2,"0","0","0","0","1","4",0,"1","1",1,1,0.513001981603096,0
"7",1990,91,0,"Honduras",0,0,4901000,6,340,"HND",340,1,2,"0","0","1","0","1","4",1,"1","1",1,1,0.192144127353362,0
"60",1991,91,0,"Honduras",0,0,5039000,6,340,"HND",340,1,2,"0","0","1","0","1","4",1,"1","1",1,1,0.193615696779636,0
"113",1992,91,0,"Honduras",0,0,5178000,6,340,"HND",340,1,2,"0","0","1","0","1","4",1,"1","1",1,1,0.195100131724355,0
"166",1993,91,0,"Honduras",0,0,5317000,6,340,"HND",340,1,2,"0","0","1","0","1","4",1,"1","1",1,1,0.196597552474234,0
"219",1994,91,0,"Honduras",0,0,5454000,6,340,"HND",340,1,2,"0","0","1","0","1","4",1,"1","1",1,1,0.198108252947778,0
"272",1995,91,0,"Honduras",0,0,5588000,6,340,"HND",340,1,2,"0","0","1","0","1","4",1,"1","1",1,1,0.19963234519175,0
"325",1996,91,5,"Honduras",0,0,5719000,6,340,"HND",340,1,2,"0","0","1","0","1","4",1,"1","1",1,1,0.201169770021729,0
"378",1997,91,0,"Honduras",0,0,5848000,6,340,"HND",340,1,2,"0","0","1","0","1","4",1,"1","1",1,1,0.20272045746307,0
"431",1998,91,0,"Honduras",0,0,5975000,6,340,"HND",340,1,2,"0","0","1","0","1","4",1,"1","1",1,1,0.204285053086708,0
"484",1999,91,1,"Honduras",0,0,6102000,7,340,"HND",340,1,2,"0","0","1","0","1","4",1,"1","1",1,1,0.20586312964444,0
"537",2000,91,0,"Honduras",0,0,6230000,7,340,"HND",340,1,2,"0","0","1","0","1","4",1,"1","1",1,1,0.207455153297565,0
"590",2001,91,0,"Honduras",0,0,6359000,7,340,"HND",340,1,2,"0","0","1","0","1","4",1,"1","1",1,1,0.209061047490213,0
"643",2002,91,1,"Honduras",0,0,6490000,7,340,"HND",340,1,2,"0","0","1","0","1","4",1,"1","1",1,1,0.210681269933124,0
"696",2003,91,0,"Honduras",0,0,6622000,7,340,"HND",340,1,2,"0","0","1","0","1","4",1,"1","1",1,1,0.212315393167118,0
"749",2004,91,0,"Honduras",0,0,6756000,7,340,"HND",340,1,2,"0","0","1","0","1","4",1,"1","1",1,1,0.213963867077443,0
"802",2005,91,1,"Honduras",0,0,6893000,7,340,"HND",340,1,2,"0","0","1","0","1","4",1,"1","1",1,1,0.215626967434559,0
"855",2006,91,0,"Honduras",0,0,7032000,7,340,"HND",340,1,2,"0","0","0","0","1","4",0,"1","1",1,1,0.217304258490242,0
"908",2007,91,0,"Honduras",0,NA,NA,7,340,"HND",340,1,2,"0","0","0","0","1","4",0,"1","1",1,1,0.218996364647473,0
"961",2008,91,0,"Honduras",0,NA,NA,7,340,"HND",340,1,2,"0","0","0","0","1","4",0,"1","1",1,1,0.220703201071256,0
"1014",2009,91,3,"Honduras",0,NA,NA,7,340,"HND",340,NA,2,"0","0","0","0","1","4",0,"1","1",1,1,0.222424851622346,0
"1067",2010,91,1,"Honduras",0,NA,NA,7,340,"HND",340,NA,2,"0","0","0","0","1","4",0,"1","1",1,1,0.224161408284577,0
"1120",2011,91,1,"Honduras",0,NA,NA,7,340,"HND",340,NA,2,"0","0","0","0","1","4",0,"1","1",1,1,0.22591312712695,0
"1173",2012,91,1,"Honduras",0,NA,NA,7,340,"HND",340,NA,2,"0","0","0","0","1","4",0,"1","1",1,1,0.227679920272577,0
"8",1990,92,0,"El Salvador",1,0,5110176,6,222,"SLV",222,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.179716243280322,0
"61",1991,92,0,"El Salvador",1,0,5202634,7,222,"SLV",222,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.179095314475913,0
"114",1992,92,4,"El Salvador",0,0,5302792,7,222,"SLV",222,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.178473031601867,0
"167",1993,92,0,"El Salvador",0,0,5409074,7,222,"SLV",222,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.17784949210134,0
"220",1994,92,0,"El Salvador",0,0,5519363,7,222,"SLV",222,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.17722477353685,0
"273",1995,92,0,"El Salvador",0,0,5631837,7,222,"SLV",222,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.176598770223013,0
"326",1996,92,0,"El Salvador",0,0,5746090,7,222,"SLV",222,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.175971901383216,0
"379",1997,92,0,"El Salvador",0,0,5861628,7,222,"SLV",222,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.175344037481261,0
"432",1998,92,1,"El Salvador",0,0,5976453,7,222,"SLV",222,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.174714855016619,0
"485",1999,92,0,"El Salvador",0,0,6088212,7,222,"SLV",222,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.174085102059976,0
"538",2000,92,0,"El Salvador",0,0,6195276,7,222,"SLV",222,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.173454258201173,0
"591",2001,92,0,"El Salvador",0,0,6296549,7,222,"SLV",222,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.172822334166548,0
"644",2002,92,0,"El Salvador",0,0,6392427,7,222,"SLV",222,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.172189497273895,0
"697",2003,92,0,"El Salvador",0,0,6484686,7,222,"SLV",222,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.17155574891816,0
"750",2004,92,0,"El Salvador",0,0,6576008,7,222,"SLV",222,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.170920879213258,0
"803",2005,92,0,"El Salvador",0,0,6668356,7,222,"SLV",222,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.170285038471607,0
"856",2006,92,0,"El Salvador",0,0,6762319,7,222,"SLV",222,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.169648179241073,0
"909",2007,92,0,"El Salvador",0,NA,NA,7,222,"SLV",222,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.169010261836458,0
"962",2008,92,0,"El Salvador",0,NA,NA,7,222,"SLV",222,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.168370853550628,0
"1015",2009,92,0,"El Salvador",0,NA,NA,8,222,"SLV",222,NA,2,"0","0","0","0","1","3",0,"1","1",1,1,0.167730426730228,0
"1068",2010,92,0,"El Salvador",0,NA,NA,8,222,"SLV",222,NA,2,"0","0","0","0","1","3",0,"1","1",1,1,0.167088363898558,0
"1121",2011,92,0,"El Salvador",0,NA,NA,8,222,"SLV",222,NA,2,"0","0","0","0","1","3",0,"1","1",1,1,0.166444930558366,0
"1174",2012,92,0,"El Salvador",0,NA,NA,8,222,"SLV",222,NA,2,"0","0","0","0","1","3",0,"1","1",1,1,0.16579985075097,0
"9",1990,93,3,"Nicaragua",0,0,4140918,6,558,"NIC",558,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.511043308554691,0
"62",1991,93,7,"Nicaragua",0,0,4240304,6,558,"NIC",558,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.512513647549156,0
"115",1992,93,4,"Nicaragua",0,0,4345643,6,558,"NIC",558,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.513979050292383,0
"168",1993,93,7,"Nicaragua",0,0,4454003,6,558,"NIC",558,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.515439913364301,0
"221",1994,93,2,"Nicaragua",0,0,4561169,6,558,"NIC",558,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.516896113097425,0
"274",1995,93,1,"Nicaragua",0,0,4663988,8,558,"NIC",558,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.518347480632532,0
