"","year","cow_code","n_riots","country_name","party_banVD","oilHM","popHM","polity2","ccode","ccodealp","code_wb","dd_cga","ht_region","banethnic","banrelig","bansys","banall","govstruct","elecSystem","partybanIEP","elecleg","elecexec","unitary","PRsystem","NewEthFrac","partybanUni"
"940",2007,541,0,"Mozambique",0,NA,NA,5,508,"MOZ",508,0,4,"0","0","0","0","1","3",0,"1","1",1,1,NA,0
"993",2008,541,0,"Mozambique",0,NA,NA,5,508,"MOZ",508,0,4,"0","0","0","0","1","3",0,"1","1",1,1,NA,0
"1046",2009,541,1,"Mozambique",0,NA,NA,5,508,"MOZ",508,NA,4,"0","0","0","0","1","3",0,"1","1",1,1,NA,0
"1099",2010,541,0,"Mozambique",0,NA,NA,5,508,"MOZ",508,NA,4,"0","0","0","0","1","3",0,"1","1",1,1,NA,0
"1152",2011,541,0,"Mozambique",0,NA,NA,5,508,"MOZ",508,NA,4,"0","0","0","0","1","3",0,"1","1",1,1,NA,0
"1205",2012,541,2,"Mozambique",0,NA,NA,5,508,"MOZ",508,NA,4,"0","0","0","0","1","3",0,"1","1",1,1,NA,0
"40",1990,551,0,"Zambia",1,0,8122189,-9,894,"ZMB",894,0,4,"0","0","1","0","1","2",1,"1","1",1,0,0.780162139042471,1
"93",1991,551,0,"Zambia",1,0,8348904,6,894,"ZMB",894,0,4,"0","0","1","0","1","2",1,"1","1",1,0,0.778207672650931,1
"146",1992,551,0,"Zambia",0,0,8573655,6,894,"ZMB",894,0,4,"0","0","1","0","1","2",1,"1","1",1,0,0.776153390511963,0
"199",1993,551,0,"Zambia",0,0,8798476,6,894,"ZMB",894,0,4,"0","0","1","0","1","2",1,"1","1",1,0,0.773996862665521,0
"252",1994,551,0,"Zambia",0,0,9026368,6,894,"ZMB",894,0,4,"0","0","1","0","1","2",1,"1","1",1,0,0.771735556860998,0
"305",1995,551,0,"Zambia",0,0,9259175,6,894,"ZMB",894,0,4,"0","0","0","0","1","2",0,"1","1",1,0,0.769367094847408,0
"358",1996,551,2,"Zambia",0,0,9498298,1,894,"ZMB",894,0,4,"0","0","0","0","1","2",0,"1","1",1,0,0.76688895450678,0
"411",1997,551,0,"Zambia",0,0,9742176,1,894,"ZMB",894,0,4,"0","0","0","0","1","2",0,"1","1",1,0,0.764298750576179,0
"464",1998,551,0,"Zambia",0,0,9986153,1,894,"ZMB",894,0,4,"0","0","0","0","1","2",0,"1","1",1,0,0.76159422510342,0
"517",1999,551,0,"Zambia",0,0,10223817,1,894,"ZMB",894,0,4,"0","0","0","0","1","2",0,"1","1",1,0,0.758772862567303,0
"570",2000,551,0,"Zambia",0,0,10450880,1,894,"ZMB",894,0,4,"0","0","0","0","1","2",0,"1","1",1,0,0.755832328425144,0
"623",2001,551,0,"Zambia",0,0,10665406,5,894,"ZMB",894,0,4,"0","0","0","0","1","2",0,"1","1",1,0,0.752770341192245,0
"676",2002,551,0,"Zambia",0,0,10869653,5,894,"ZMB",894,0,4,"0","0","0","0","1","2",0,"1","1",1,0,0.749584709409283,0
"729",2003,551,0,"Zambia",0,0,11068686,5,894,"ZMB",894,0,4,"0","0","0","0","1","2",0,"1","1",1,0,0.746273115037367,0
"782",2004,551,0,"Zambia",0,0,11269795,5,894,"ZMB",894,0,4,"0","0","0","0","1","2",0,"1","1",1,0,0.742833261019974,0
"835",2005,551,0,"Zambia",0,0,11478317,5,894,"ZMB",894,0,4,"0","0","0","0","1","2",0,"1","1",1,0,0.739262922698576,0
"888",2006,551,0,"Zambia",0,0,11696160,5,894,"ZMB",894,0,4,"0","0","0","0","1","2",0,"1","1",1,0,0.735560010254551,0
"941",2007,551,0,"Zambia",0,NA,NA,5,894,"ZMB",894,0,4,"0","0","0","0","1","2",0,"1","1",1,0,0.731722431158334,0
"994",2008,551,0,"Zambia",0,NA,NA,7,894,"ZMB",894,0,4,"0","0","0","0","1","2",0,"1","1",1,0,0.727747983920107,0
"1047",2009,551,0,"Zambia",0,NA,NA,7,894,"ZMB",894,NA,4,"0","0","0","0","1","2",0,"1","1",1,0,0.723634526966784,0
"1100",2010,551,0,"Zambia",0,NA,NA,7,894,"ZMB",894,NA,4,"0","0","0","0","1","2",0,"1","1",1,0,0.719380080836045,0
"1153",2011,551,0,"Zambia",0,NA,NA,7,894,"ZMB",894,NA,4,"0","0","0","0","1","2",0,"1","1",1,0,0.714982701094554,0
"1206",2012,551,0,"Zambia",0,NA,NA,7,894,"ZMB",894,NA,4,"0","0","0","0","1","2",0,"1","1",1,0,0.71044026599682,0
"41",1990,552,0,"Zimbabwe",0,0,10487416,-6,716,"ZWE",716,0,4,"0","0","0","0","1","2",0,"1","1",1,0,0.389489691089362,0
"94",1991,552,0,"Zimbabwe",0,0,10782061,-6,716,"ZWE",716,0,4,"0","0","0","0","1","2",0,"1","1",1,0,0.390782548072794,0
"147",1992,552,0,"Zimbabwe",0,0,11060151,-6,716,"ZWE",716,0,4,"0","0","0","0","1","2",0,"1","1",1,0,0.392055329875817,0
"200",1993,552,0,"Zimbabwe",0,0,11321020,-6,716,"ZWE",716,0,4,"0","0","0","0","1","2",0,"1","1",1,0,0.393308056817745,0
"253",1994,552,0,"Zimbabwe",0,0,11564740,-6,716,"ZWE",716,0,4,"0","0","0","0","1","2",0,"1","1",1,0,0.394541390038337,0
"306",1995,552,0,"Zimbabwe",0,0,11791348,-6,716,"ZWE",716,0,4,"0","0","0","0","1","2",0,"1","1",1,0,0.39575564558768,0
"359",1996,552,0,"Zimbabwe",0,0,12001439,-6,716,"ZWE",716,0,4,"0","0","0","0","1","2",0,"1","1",1,0,0.396951118229511,0
"412",1997,552,0,"Zimbabwe",0,0,12194675,-6,716,"ZWE",716,0,4,"0","0","0","0","1","2",0,"1","1",1,0,0.398128280979188,0
"465",1998,552,0,"Zimbabwe",0,0,12369405,-6,716,"ZWE",716,0,4,"0","0","0","0","1","2",0,"1","1",1,0,0.39928759394434,0
"518",1999,552,0,"Zimbabwe",0,0,12523526,-3,716,"ZWE",716,0,4,"0","0","0","0","1","2",0,"1","1",1,0,0.400429315541081,0
"571",2000,552,0,"Zimbabwe",0,0,12656484,-3,716,"ZWE",716,0,4,"0","0","0","0","1","2",0,"1","1",1,0,0.40155376603749,0
"624",2001,552,0,"Zimbabwe",0,0,12767328,-4,716,"ZWE",716,0,4,"0","0","0","0","1","2",0,"1","1",1,0,0.402661362190249,0
"677",2002,552,0,"Zimbabwe",0,0,12859321,-4,716,"ZWE",716,0,4,"0","0","0","0","1","2",0,"1","1",1,0,0.403752393319369,0
"730",2003,552,0,"Zimbabwe",0,0,12941359,-4,716,"ZWE",716,0,4,"0","0","0","0","1","2",0,"1","1",1,0,0.404827256624154,0
"783",2004,552,0,"Zimbabwe",0,0,13025237,-4,716,"ZWE",716,0,4,"0","0","0","0","1","2",0,"1","1",1,0,0.405886375114855,0
"836",2005,552,0,"Zimbabwe",0,0,13119679,-4,716,"ZWE",716,0,4,"0","0","0","0","1","1",0,"1","1",1,0,0.406929835959939,0
"889",2006,552,0,"Zimbabwe",0,0,13228191,-4,716,"ZWE",716,0,4,"0","0","0","0","1","1",0,"1","1",1,0,0.40795837694082,0
"942",2007,552,0,"Zimbabwe",0,NA,NA,-4,716,"ZWE",716,0,4,"0","0","0","0","1","1",0,"1","1",1,0,0.408971712154345,0
"995",2008,552,1,"Zimbabwe",0,NA,NA,-4,716,"ZWE",716,0,4,"0","0","0","0","1","1",0,"1",".a",1,0,0.409970638067657,0
"1048",2009,552,0,"Zimbabwe",0,NA,NA,1,716,"ZWE",716,NA,4,"0","0","0","0","1","1",0,"1","1",1,0,0.410955418053387,0
"1101",2010,552,0,"Zimbabwe",0,NA,NA,1,716,"ZWE",716,NA,4,"0","0","0","0","1","1",0,"1","1",1,0,0.411926080792822,0
"1154",2011,552,0,"Zimbabwe",0,NA,NA,1,716,"ZWE",716,NA,4,"0","0","0","0","1","1",0,"1","1",1,0,0.412883072065956,0
"1207",2012,552,2,"Zimbabwe",0,NA,NA,1,716,"ZWE",716,NA,4,"0","0","0","0","1","1",0,"1","1",1,0,0.41382661918107,0
"42",1990,553,0,"Malawi",1,0,9446263,-9,454,"MWI",454,0,4,"0","0","1","0","1",".a",1,"1","0",1,NA,0.791393133559341,1
"95",1991,553,0,"Malawi",1,0,9671489,-9,454,"MWI",454,0,4,"0","0","1","0","1",".a",1,"1","0",1,NA,0.791394621146224,1
"148",1992,553,0,"Malawi",1,0,9794556,-9,454,"MWI",454,0,4,"0","0","1","0","1",".a",1,"1","0",1,NA,0.791390149358271,1
"201",1993,553,0,"Malawi",1,0,9862531,-8,454,"MWI",454,0,4,"0","0","0","0","1","1",0,"1","1",1,0,0.791380205236865,0
"254",1994,553,0,"Malawi",0,0,9944790,6,454,"MWI",454,1,4,"0","0","0","0","1","1",0,"1","1",1,0,0.791365089964286,0
"307",1995,553,0,"Malawi",0,0,10091366,6,454,"MWI",454,1,4,"0","0","0","0","1","1",0,"1","1",1,0,0.791345331783144,0
"360",1996,553,0,"Malawi",0,0,10317602,6,454,"MWI",454,1,4,"0","0","0","0","1","1",0,"1","1",1,0,0.791321423426685,0
"413",1997,553,0,"Malawi",0,0,10607355,6,454,"MWI",454,1,4,"0","0","0","0","1","1",0,"1","1",1,0,0.791293616380046,0
"466",1998,553,0,"Malawi",0,0,10941250,6,454,"MWI",454,1,4,"0","0","0","0","1","1",0,"1","1",1,0,0.791262369819876,0
"519",1999,553,0,"Malawi",0,0,11287598,6,454,"MWI",454,1,4,"0","0","0","0","1","1",0,"1","1",1,0,0.79122816868302,0
"572",2000,553,0,"Malawi",0,0,11623368,6,454,"MWI",454,1,4,"0","0","0","0","1","1",0,"1","1",1,0,0.791191183474642,0
"625",2001,553,1,"Malawi",0,0,11944555,4,454,"MWI",454,1,4,"0","0","0","0","1","1",0,"1","1",1,0,0.791151877227795,0
"678",2002,553,0,"Malawi",0,0,12259852,4,454,"MWI",454,1,4,"0","0","0","0","1","1",0,"1","1",1,0,0.791110467492428,0
"731",2003,553,0,"Malawi",0,0,12573672,5,454,"MWI",454,1,4,"0","0","0","0","1","1",0,"1","1",1,0,0.791067446541459,0
"784",2004,553,0,"Malawi",0,0,12893865,6,454,"MWI",454,1,4,"0","0","0","0","1","1",0,"1","1",1,0,0.791023029127203,0
"837",2005,553,0,"Malawi",0,0,13226091,6,454,"MWI",454,1,4,"0","0","0","0","1","1",0,"1","1",1,0,0.790977540732591,0
"890",2006,553,0,"Malawi",0,0,13570713,6,454,"MWI",454,1,4,"0","0","0","0","1","1",0,"1","1",1,0,0.790931187660765,0
"943",2007,553,0,"Malawi",0,NA,NA,6,454,"MWI",454,1,4,"0","0","0","0","1","1",0,"1","1",1,0,0.790884287465396,0
"996",2008,553,0,"Malawi",0,NA,NA,6,454,"MWI",454,1,4,"0","0","0","0","1","1",0,"1","1",1,0,0.790837142329934,0
"1049",2009,553,0,"Malawi",0,NA,NA,6,454,"MWI",454,NA,4,"0","0","0","0","1","1",0,"1","1",1,0,0.790789928703732,0
"1102",2010,553,0,"Malawi",0,NA,NA,6,454,"MWI",454,NA,4,"0","0","0","0","1","1",0,"1","1",1,0,0.790742856644348,0
"1155",2011,553,0,"Malawi",0,NA,NA,6,454,"MWI",454,NA,4,"0","0","0","0","1","1",0,"1","1",1,0,0.790696180957445,0
"1208",2012,553,0,"Malawi",0,NA,NA,6,454,"MWI",454,NA,4,"0","0","0","0","1","1",0,"1","1",1,0,0.790650110858973,0
"43",1990,560,1,"South Africa",1,0.0711111,36745000,5,710,"ZAF",710,0,4,"1","0","1","0","3","3",1,"1","0",0,1,0.857252454224179,1
"96",1991,560,2,"South Africa",0,0.0633333,37640000,5,710,"ZAF",710,0,4,"0","0","1","0","3","3",1,"1","0",0,1,0.85725343145987,0
"149",1992,560,1,"South Africa",0,0.0555556,38591000,6,710,"ZAF",710,0,4,"0","0","1","0","3","3",1,"1","0",0,1,0.857247095694543,0
"202",1993,560,10,"South Africa",0,0.0477778,39561000,8,710,"ZAF",710,0,4,"0","0","1","0","3","3",1,"1","0",0,1,0.857233615488421,0
"255",1994,560,0,"South Africa",0,0.041,40501000,9,710,"ZAF",710,0,4,"0","0","1","0","3","3",1,"1","0",0,1,0.857213036174963,0
"308",1995,560,1,"South Africa",0,0.0404,41375000,9,710,"ZAF",710,0,4,"0","0","0","0","1","3",0,"1","0",1,1,0.857185690964763,0
"361",1996,560,3,"South Africa",0,0.0267,42167000,9,710,"ZAF",710,0,4,"0","0","0","0","1","3",0,"1","0",1,1,0.857151731277361,0
"414",1997,560,0,"South Africa",0,0.0267,42890000,9,710,"ZAF",710,0,4,"0","0","0","0","1","3",0,"1","0",1,1,0.857111254489649,0
"467",1998,560,2,"South Africa",0,0.029362,43562000,9,710,"ZAF",710,0,4,"0","0","0","0","1","3",0,"1","0",1,1,0.857064509338006,0
"520",1999,560,4,"South Africa",0,0.029362,44215000,9,710,"ZAF",710,0,4,"0","0","0","0","1","3",0,"1","0",1,1,0.857011620379637,0
"573",2000,560,3,"South Africa",0,0.029362,44872000,9,710,"ZAF",710,0,4,"0","0","0","0","1","3",0,"1","0",1,1,0.856952843965307,0
"626",2001,560,0,"South Africa",0,0.029362,45536000,9,710,"ZAF",710,0,4,"0","0","0","0","1","3",0,"1","0",1,1,0.856888252994017,0
"679",2002,560,0,"South Africa",0,0.01568,46197000,9,710,"ZAF",710,0,4,"0","0","0","0","1","3",0,"1","0",1,1,0.856818087175973,0
"732",2003,560,0,"South Africa",0,0.01568,46849000,9,710,"ZAF",710,0,4,"0","0","0","0","1","3",0,"1","0",1,1,0.8567424380203,0
"785",2004,560,0,"South Africa",0,0.01568,47477000,9,710,"ZAF",710,0,4,"0","0","0","0","1","3",0,"1","0",1,1,0.856661583377994,0
"838",2005,560,0,"South Africa",0,0.01568,48073000,9,710,"ZAF",710,0,4,"0","0","0","0","1","3",0,"1","0",1,1,0.856575584874914,0
"891",2006,560,1,"South Africa",0,0.01568,48639000,9,710,"ZAF",710,0,4,"0","0","0","0","1","3",0,"1","0",1,1,0.856484603315522,0
"944",2007,560,0,"South Africa",0,0.015,NA,9,710,"ZAF",710,0,4,"0","0","0","0","1","3",0,"1","0",1,1,0.85638887288396,0
"997",2008,560,0,"South Africa",0,0.015,NA,9,710,"ZAF",710,0,4,"0","0","0","0","1","3",0,"1","0",1,1,0.856288511767711,0
"1050",2009,560,0,"South Africa",0,NA,NA,9,710,"ZAF",710,NA,4,"0","0","0","0","1","3",0,"1","0",1,1,0.856183678312062,0
"1103",2010,560,0,"South Africa",0,NA,NA,9,710,"ZAF",710,NA,4,"0","0","0","0","1","3",0,"1","0",1,1,0.856074519946363,0
"1156",2011,560,0,"South Africa",0,NA,NA,9,710,"ZAF",710,NA,4,"0","0","0","0","1","3",0,"1","0",1,1,0.855961157368811,0
"1209",2012,560,1,"South Africa",0,NA,NA,9,710,"ZAF",710,NA,4,"0","0","0","0","1","3",0,"1","0",1,1,0.855843799351806,0
"97",1991,565,0,"Namibia",0,0,1470526,6,516,"NAM",516,0,4,"0","0","0","0","1","3",0,"1","1",1,1,0.721658686538736,0
"150",1992,565,0,"Namibia",0,0,1519455,6,516,"NAM",516,0,4,"0","0","0","0","1","3",0,"1","1",1,1,0.723945010124241,0
"203",1993,565,0,"Namibia",0,0,1565498,6,516,"NAM",516,0,4,"0","0","0","0","1","3",0,"1","1",1,1,0.72616760195884,0
"256",1994,565,0,"Namibia",0,0,1610825,6,516,"NAM",516,0,4,"0","0","0","0","1","3",0,"1","1",1,1,0.728328451994374,0
"309",1995,565,1,"Namibia",0,0,1656906,6,516,"NAM",516,0,4,"0","0","0","0","1","3",0,"1","1",1,1,0.730429374913413,0
"362",1996,565,0,"Namibia",0,0,1704135,6,516,"NAM",516,0,4,"0","0","0","0","1","3",0,"1","1",1,1,0.732472353537519,0
"415",1997,565,0,"Namibia",0,0,1751570,6,516,"NAM",516,0,4,"0","0","0","0","1","3",0,"1","1",1,1,0.734458939591075,0
"468",1998,565,1,"Namibia",0,0,1797806,6,516,"NAM",516,0,4,"0","0","0","0","1","3",0,"1","1",1,1,0.736390952626479,0
"521",1999,565,3,"Namibia",0,0,1840877,6,516,"NAM",516,0,4,"0","0","0","0","1","3",0,"1","1",1,1,0.738270061610366,0
"574",2000,565,1,"Namibia",0,0,1879458,6,516,"NAM",516,0,4,"0","0","0","0","1","3",0,"1","1",1,1,0.740097812832386,0
"627",2001,565,0,"Namibia",0,0,1913018,6,516,"NAM",516,0,4,"0","0","0","0","1","3",0,"1","1",1,1,0.741875854249227,0
"680",2002,565,1,"Namibia",0,0,1942243,6,516,"NAM",516,0,4,"0","0","0","0","1","3",0,"1","1",1,1,0.743605638607519,0
"733",2003,565,0,"Namibia",0,0,1968514,6,516,"NAM",516,0,4,"0","0","0","0","1","3",0,"1","1",1,1,0.745288616313186,0
"786",2004,565,0,"Namibia",0,0,1993832,6,516,"NAM",516,0,4,"0","0","0","0","1","3",0,"1","1",1,1,0.746926347250524,0
"839",2005,565,0,"Namibia",0,0,2019677,6,516,"NAM",516,0,4,"0","0","0","0","1","3",0,"1","1",1,1,0.748519992193795,0
"892",2006,565,0,"Namibia",0,0,2046555,6,516,"NAM",516,0,4,"0","0","0","0","1","3",0,"1","1",1,1,0.750071122083192,0
"945",2007,565,0,"Namibia",0,NA,NA,6,516,"NAM",516,0,4,"0","0","0","0","1","3",0,"1","1",1,1,0.751580770275396,0
"998",2008,565,0,"Namibia",0,NA,NA,6,516,"NAM",516,0,4,"0","0","0","0","1","3",0,"1","1",1,1,0.753050375622955,0
"1051",2009,565,0,"Namibia",0,NA,NA,6,516,"NAM",516,NA,4,"0","0","0","0","1","3",0,"1","1",1,1,0.754481118573675,0
"1104",2010,565,0,"Namibia",0,NA,NA,6,516,"NAM",516,NA,4,"0","0","0","0","1","3",0,"1","1",1,1,0.755873957322518,0
"1157",2011,565,0,"Namibia",0,NA,NA,6,516,"NAM",516,NA,4,"0","0","0","0","1","3",0,"1","1",1,1,0.757230216840338,0
"1210",2012,565,0,"Namibia",0,NA,NA,6,516,"NAM",516,NA,4,"0","0","0","0","1","3",0,"1","1",1,1,0.758550729949988,0
"257",1994,570,0,"Lesotho",0,0,1694357,8,426,"LSO",426,0,4,"0","0","0","0","1","4",0,"1","0",1,1,0.29169304894692,0
"310",1995,570,0,"Lesotho",0,0,1722184,8,426,"LSO",426,0,4,"0","0","0","0","1","4",0,"1","0",1,1,0.292808674987056,0
"363",1996,570,0,"Lesotho",0,0,1753510,8,426,"LSO",426,0,4,"0","0","0","0","1","4",0,"1","0",1,1,0.29392494325244,0
"416",1997,570,0,"Lesotho",0,0,1787686,8,426,"LSO",426,0,4,"0","0","0","0","1","4",0,"1","0",1,1,0.295041969447034,0
"469",1998,570,0,"Lesotho",0,0,1822769,0,426,"LSO",426,0,4,"0","0","0","0","1","4",0,"1","0",1,1,0.29615957419014,0
"522",1999,570,0,"Lesotho",0,0,1856032,2,426,"LSO",426,0,4,"0","0","0","0","1","4",0,"1","0",1,1,0.29727774051997,0
"575",2000,570,0,"Lesotho",0,0,1885509,4,426,"LSO",426,0,4,"0","0","0","0","1","4",0,"1","0",1,1,0.298396485373598,0
"628",2001,570,0,"Lesotho",0,0,1910562,6,426,"LSO",426,0,4,"0","0","0","0","1","4",0,"1","0",1,1,0.299516107874298,0
"681",2002,570,0,"Lesotho",0,0,1931748,8,426,"LSO",426,0,4,"0","0","0","0","1","4",0,"1","0",1,1,0.300635891809355,0
"734",2003,570,0,"Lesotho",0,0,1949772,8,426,"LSO",426,0,4,"0","0","0","0","1","4",0,"1","0",1,1,0.301756517458523,0
"787",2004,570,0,"Lesotho",0,0,1965823,8,426,"LSO",426,0,4,"0","0","0","0","1","4",0,"1","0",1,1,0.30287765268509,0
"840",2005,570,0,"Lesotho",0,0,1980831,8,426,"LSO",426,0,4,"0","0","0","0","1","4",0,"1","0",1,1,0.303999053011841,0
"893",2006,570,2,"Lesotho",0,0,1994888,8,426,"LSO",426,0,4,"0","0","0","0","1","4",0,"1","0",1,1,0.305121270625138,0
"946",2007,570,1,"Lesotho",0,NA,NA,8,426,"LSO",426,0,4,"0","0","0","0","1","4",0,"1","0",1,1,0.306243724057387,0
"999",2008,570,0,"Lesotho",0,NA,NA,8,426,"LSO",426,0,4,"0","0","0","0","1","4",0,"1","0",1,1,0.307366939906284,0
"1052",2009,570,1,"Lesotho",0,NA,NA,8,426,"LSO",426,NA,4,"0","0","0","0","1","4",0,"1","0",1,1,0.308490533146434,0
"1105",2010,570,0,"Lesotho",0,NA,NA,8,426,"LSO",426,NA,4,"0","0","0","0","1","4",0,"1","0",1,1,0.309614367935708,0
"1158",2011,570,0,"Lesotho",0,NA,NA,8,426,"LSO",426,NA,4,"0","0","0","0","1","4",0,"1","0",1,1,0.310738876945507,0
"1211",2012,570,0,"Lesotho",0,NA,NA,8,426,"LSO",426,NA,4,"0","0","0","0","1","4",0,"1","0",1,1,0.311863720708038,0
"46",1990,580,1,"Madagascar",1,0,12033275,-6,450,"MDG",450,0,4,"0","0","0","1","1",".a",1,"1","1",1,NA,0.0441918489105585,1
"99",1991,580,0,"Madagascar",1,0,12388822,2,450,"MDG",450,0,4,"0","0","0","0","1",".a",0,"1","1",1,NA,0.0473484223966636,0
"152",1992,580,0,"Madagascar",0,0,12757774,9,450,"MDG",450,0,4,"0","0","0","0","1",".a",0,"1","1",1,NA,0.0507177685293111,0
"205",1993,580,0,"Madagascar",0,0,13140410,9,450,"MDG",450,1,4,"0","0","0","0","1","3",0,"1","1",1,1,0.0543128614717303,0
"258",1994,580,0,"Madagascar",0,0,13536883,9,450,"MDG",450,1,4,"0","0","0","0","1","3",0,"1","1",1,1,0.0581458567388143,0
"311",1995,580,0,"Madagascar",0,0,13947131,9,450,"MDG",450,1,4,"0","0","0","0","1","1",0,"1","1",1,0,0.0622303196047225,0
"364",1996,580,0,"Madagascar",0,0,14371389,9,450,"MDG",450,1,4,"0","0","0","0","1","1",0,"1","1",1,0,0.06658039780758,0
"417",1997,580,0,"Madagascar",0,0,14809232,8,450,"MDG",450,1,4,"0","0","0","0","1","1",0,"1","1",1,0,0.0712094023263119,0
"470",1998,580,0,"Madagascar",0,0,15259069,7,450,"MDG",450,1,4,"0","0","0","0","1","1",0,"1","1",1,0,0.0761318172547399,0
"523",1999,580,0,"Madagascar",0,0,15718766,7,450,"MDG",450,1,4,"0","0","0","0","3","1",0,"1","1",0,0,0.0813620617638579,0
"576",2000,580,0,"Madagascar",0,0,16186700,7,450,"MDG",450,1,4,"0","0","0","0","3","1",0,"1","1",0,0,0.0869145817426077,0
"629",2001,580,0,"Madagascar",0,0,16662075,7,450,"MDG",450,1,4,"0","0","0","0","3","1",0,"1","1",0,0,0.0928037295398699,0
"682",2002,580,0,"Madagascar",0,0,17144957,7,450,"MDG",450,1,4,"0","0","0","0","3","1",0,"1","1",0,0,0.0990436340010956,0
"735",2003,580,0,"Madagascar",0,0,17635619,7,450,"MDG",450,1,4,"0","0","0","0","3","1",0,"1","1",0,0,0.10564843118592,0
"788",2004,580,0,"Madagascar",0,0,18134706,7,450,"MDG",450,1,4,"0","0","0","0","3","1",0,"1","1",0,0,0.11263119760638,0
"841",2005,580,0,"Madagascar",0,0,18642586,7,450,"MDG",450,1,4,"0","0","0","0","3","1",0,"1","1",0,0,0.120004700316832,0
"894",2006,580,0,"Madagascar",0,0,19159010,7,450,"MDG",450,1,4,"0","0","0","0","3","2",0,"1","1",0,0,0.1277803147595,0
"947",2007,580,0,"Madagascar",0,NA,NA,7,450,"MDG",450,1,4,"0","0","0","0","3","2",0,"1","1",0,0,0.135968913797694,0
"1000",2008,580,0,"Madagascar",0,NA,NA,7,450,"MDG",450,1,4,"0","0","0","0","3","2",0,"1","1",0,0,0.144579060531742,0
"1053",2009,580,1,"Madagascar",0,NA,NA,0,450,"MDG",450,NA,4,"0","0","0","0","3","2",0,"1","1",0,0,0.153617873410402,0
"47",1990,600,0,"Morocco",0,0.0025,24808000,-8,504,"MAR",504,0,3,"0","0","1","0","1","1",1,"1","0",1,0,0.525650585435678,0
"100",1991,600,0,"Morocco",0,0.002,25265000,-8,504,"MAR",504,0,3,"0","0","1","0","1","1",1,"1","0",1,0,0.527733844981156,0
"153",1992,600,0,"Morocco",0,0.002139,25706000,-7,504,"MAR",504,0,3,"0","0","1","0","1","1",1,"1","0",1,0,0.529790467109882,0
"206",1993,600,0,"Morocco",0,0.001604,26133000,-7,504,"MAR",504,0,3,"0","0","1","0","1","1",1,"1","0",1,0,0.531820548996144,0
"259",1994,600,0,"Morocco",0,0.001063,26547000,-7,504,"MAR",504,0,3,"0","0","1","0","1","1",1,"1","0",1,0,0.53382330008286,0
"312",1995,600,0,"Morocco",0,0.001736,26951000,-7,504,"MAR",504,0,3,"0","1","0","0","1","1",1,"1","0",1,0,0.535798539691716,0
"365",1996,600,0,"Morocco",0,0.00119,27346000,-7,504,"MAR",504,0,3,"0","1","1","0","1","1",1,"1","0",1,0,0.537745952008694,0
"418",1997,600,0,"Morocco",0,0.00119,27733000,-7,504,"MAR",504,0,3,"0","1","1","0","1","1",1,"1","0",1,0,0.539665135199188,0
"471",1998,600,0,"Morocco",0,0.001966,28109000,-6,504,"MAR",504,0,3,"0","1","1","0","1","1",1,"1","0",1,0,0.54155569540316,0
"524",1999,600,0,"Morocco",0,0.001966,28475000,-6,504,"MAR",504,0,3,"0","1","1","0","1","1",1,"1","0",1,0,0.543417254119248,0
"577",2000,600,0,"Morocco",0,0.001904,28827000,-6,504,"MAR",504,0,3,"0","1","1","0","1","1",1,"1","0",1,0,0.545249615253003,0
"630",2001,600,0,"Morocco",0,0.0018,29166000,-6,504,"MAR",504,0,3,"0","1","1","0","1","1",1,"1","0",1,0,0.547052334858309,0
"683",2002,600,0,"Morocco",0,0.0018,29495000,-6,504,"MAR",504,0,3,"0","1","1","0","1","1",1,"1","0",1,0,0.548825240563367,0
"736",2003,600,1,"Morocco",0,0.0016,29821000,-6,504,"MAR",504,0,3,"0","1","1","0","1","3",1,"1","0",1,1,0.5505678196379,0
"789",2004,600,0,"Morocco",0,0.0016,30152000,-6,504,"MAR",504,0,3,"0","1","1","0","1","3",1,"1","0",1,1,0.552279880352694,0
"842",2005,600,0,"Morocco",0,0.0016,30495000,-6,504,"MAR",504,0,3,"0","1","1","0","1","3",1,"1","0",1,1,0.55396126167822,0
"895",2006,600,0,"Morocco",0,0.001069,30853000,-6,504,"MAR",504,0,3,"0","0","1","0","1","3",1,"1","0",1,1,0.555611480707235,0
"948",2007,600,4,"Morocco",0,0.000988,NA,-6,504,"MAR",504,0,3,"0","0","1","0","1","3",1,"1","0",1,1,0.557230366704405,0
"1001",2008,600,0,"Morocco",0,0.000836,NA,-6,504,"MAR",504,0,3,"0","0","1","0","1","3",1,"1","0",1,1,0.55881761152071,0
"1054",2009,600,0,"Morocco",0,NA,NA,-6,504,"MAR",504,NA,3,"0","0","1","0","1","3",1,"1","0",1,1,0.56037303278658,0
"1107",2010,600,0,"Morocco",0,NA,NA,-6,504,"MAR",504,NA,3,"0","0","1","0","1","3",1,"1","0",1,1,0.561896236738241,0
"1160",2011,600,1,"Morocco",0,NA,NA,-4,504,"MAR",504,NA,3,"0","0","1","0","1","3",1,"1","0",1,1,0.563387284646664,0
"1213",2012,600,0,"Morocco",0,NA,NA,-4,504,"MAR",504,NA,3,"0","0","0","0","3","3",0,"1","0",0,1,0.564845655214948,0
"48",1990,615,0,"Algeria",0,9.2,25283000,-2,12,"DZA",12,0,3,"0","0","0","0","1","1",0,"1","1",1,0,0.346141818765702,0
"101",1991,615,0,"Algeria",0,9.2,25911000,-2,12,"DZA",12,0,3,"0","0","0","0","1","3",0,"1","1",1,1,0.34710310935135,0
