"","year","cow","wbcode","riots","antigov","country_name.x","country_id","country_abb.x","party_banVD","oilHM","popHM","polity2","ccode","country_name.y","ccodealp","code_wb","dd_cga","ht_region","country_name","country_abb.y","banethnic","banrelig","bansys","banall","govstruct","elecSystem","partybanIEP","elecleg","elecexec","unitary","PRsystem","NewEthFrac","partybanUni"
"9072",1988,52,"TTO",0,0,"Trinidad and Tobago",135,"TTO",0,0.567,1205000,9,780,"Trinidad and Tobago","TTO",780,1,10,"Trinidad and Tobago","TRI","0","0","0","0","3","1",0,"1","0",0,0,0.641537660453756,0
"9080",1988,70,"MEX",0,1,"Mexico",3,"MEX",0,48.61,80235000,0,484,"Mexico","MEX",484,0,2,"Mexico","MEX","0","0","0","0","3","4",1,"1","1",0,1,0.565962824564859,0
"9082",1988,90,"GTM",0,0,"Guatemala",78,"GTM",1,0.0415,8507848,3,320,"Guatemala","GTM",320,1,2,"Guatemala","GUA","0","0","0","0","1","4",0,"1","1",1,1,0.564010046734314,0
"9083",1988,91,"HND",0,0,"Honduras",27,"HND",0,0,4629000,5,340,"Honduras","HND",340,1,2,"Honduras","HON","0","0","1","0","1","4",1,"1","1",1,1,0.189239467437278,0
"9084",1988,92,"SLV",0,1,"El Salvador",22,"SLV",1,0,4947481,6,222,"El Salvador","SLV",222,1,2,"El Salvador","SAL","0","0","0","0","1","3",0,"1","1",1,1,0.180953787263222,0
"9085",1988,93,"NIC",0,5,"Nicaragua",59,"NIC",0,0,3963200,-1,558,"Nicaragua","NIC",558,1,2,"Nicaragua","NIC","0","0","0","0","1","3",0,"1","1",1,1,0.508088650024958,0
"9086",1988,94,"CRI",0,0,"Costa Rica",73,"CRI",0,0,2921873,10,188,"Costa Rica","CRI",188,1,2,"Costa Rica","COS","0","0","1","0","1","3",1,"1","1",1,1,0.330368408829516,0
"9087",1988,95,"PAN",0,0,"Panama",92,"PAN",0,0,2314486,-8,591,"Panama","PAN",591,0,2,"Panama","PAN","0","0","1","0","1","3",1,"1","1",1,1,0.554879583897102,0
"9088",1988,100,"COL",0,2,"Colombia",15,"COL",0,1.59,33540068,8,170,"Colombia","COL",170,1,2,"Colombia","COL","0","0","0","0","1","3",0,"1","1",1,1,0.650317954265773,0
"9089",1988,101,"VEN",1,2,"Venezuela",51,"VEN",0,56.3,18839278,9,862,"Venezuela","VEN",862,1,2,"Venezuela","VEN","0","0","0","0","3","4",0,"1","1",0,1,0.490186307665204,0
"9090",1988,110,"GUY",0,0,"Guyana",166,"GUY",0,0,737769,-7,328,"Guyana","GUY",328,0,10,"Guyana","GUY","0","0","0","0","1","3",0,"1","1",1,1,0.660165051026856,0
"9092",1988,130,"ECU",0,2,"Ecuador",75,"ECU",0,1.615,9802309,9,218,"Ecuador","ECU",218,1,2,"Ecuador","ECU","0","0","0","0","1","3",0,"1","1",1,1,0.633578462701168,0
"9093",1988,135,"PER",0,1,"Peru",30,"PER",0,0.51186,20872403,7,604,"Peru","PER",604,1,2,"Peru","PER","0","0","0","0","1","2",0,"1","1",1,0,0.627620321547897,0
"9094",1988,140,"BRA",1,0,"Brazil",19,"BRA",0,2.34,1.44e+08,8,76,"Brazil","BRA",76,1,2,"Brazil","BRA","0","0","1","0","3","4",1,"1","1",0,1,0.567908159345637,0
"9095",1988,145,"BOL",0,0,"Bolivia",25,"BOL",0,0.156,6372658,9,68,"Bolivia","BOL",68,1,2,"Bolivia","BOL","0","0","0","0","1","4",0,"1","1",1,1,0.592982999843625,0
"9096",1988,150,"PRY",0,1,"Paraguay",189,"PRY",1,0,3968700,-8,600,"Paraguay","PRY",600,0,2,"Paraguay","PAR","0","0","1","0","1","3",1,"1","1",1,1,0.140617380760479,1
"9098",1988,160,"ARG",0,0,"Argentina",37,"ARG",0,2.27,31667441,8,32,"Argentina","ARG",32,1,2,"Argentina","ARG","0","0","0","0","3","3",0,"1","1",0,1,0.105912676757597,0
"9099",1988,165,"URY",0,0,"Uruguay",102,"URY",0,0,3065621,9,858,"Uruguay","URY",858,1,2,"Uruguay","URU","0","0","0","0","3","3",0,"1","1",0,1,0.190303873773127,0
"9100",1988,200,"GBR",0,0,"United Kingdom",101,"GBR",0,5.2,57158000,10,826,"United Kingdom","GBR",826,1,5,"United Kingdom","UKG","0","0","0","0","1","1",0,"1","0",1,0,0.33363782523874,0
"9101",1988,205,"IRL",0,0,"Ireland",81,"IRL",0,0,3530700,10,372,"Ireland","IRL",372,1,5,"Ireland","IRE","0","0","0","0","1","3",0,"1","1",1,1,0.11317232163395,0
"9102",1988,210,"NLD",0,0,"Netherlands",91,"NLD",0,0.195,14760000,10,528,"Netherlands","NLD",528,1,5,"Netherlands","NTH","0","0","0","0","1","3",0,"1","0",1,1,0.076703458045513,0
"9103",1988,211,"BEL",0,0,"Belgium",148,"BEL",0,0,9902000,10,56,"Belgium","BEL",56,1,5,"Belgium","BEL","0","0","0","0","3","3",0,"1","0",0,1,0.56067018811058,0
"9105",1988,220,"FRA",0,0,"France",76,"FRA",0,0.21262,55884000,9,250,"France (1963-)","FRA",250,1,5,"France","FRN","0","0","0","0","1","2",0,"1","1",1,0,NA,0
"9108",1988,225,"CHE",0,0,"Switzerland",6,"CHE",0,0,6569000,10,756,"Switzerland","CHE",756,1,5,"Switzerland","SWZ","0","0","0","0","2","2",0,"1","0",0,0,0.297578200722007,0
"9109",1988,230,"ESP",0,0,"Spain",96,"ESP",0,0.0386,38691000,10,724,"Spain","ESP",724,1,5,"Spain","SPN","0","0","1","0","1","4",1,"1","0",1,1,0.57820281606775,0
"9110",1988,235,"PRT",0,0,"Portugal",21,"PRT",0,0,9968000,10,620,"Portugal","PRT",620,1,5,"Portugal","POR","0","0","1","0","1","3",1,"1","1",1,1,0.0209038191483822,0
"9111",1988,290,"POL",3,6,"Poland",17,"POL",1,NA,37817000,-6,616,"Poland","POL",616,0,1,"Poland","POL","0","0","1","0","1","2",1,"1","0",1,0,0.0278040938775297,1
"9112",1988,305,"AUT",0,0,"Austria",144,"AUT",0,0.105,7595000,10,40,"Austria","AUT",40,1,5,"Austria","AUS","0","0","0","0","3","3",0,"1","1",0,1,0.131310373112909,0
"9113",1988,310,"HUN",0,4,"Hungary",210,"HUN",1,NA,10442541,-2,348,"Hungary","HUN",348,0,1,"Hungary","HUN","0","0","0","1","1","2",1,"1","0",1,0,0.0981995792888013,1
"9114",1988,325,"ITA",0,1,"Italy",82,"ITA",0,0.739,56629000,10,380,"Italy","ITA",380,1,5,"Italy","ITA","0","0","0","0","3","4",0,"1","0",0,1,0.0699032210274264,0
"9118",1988,339,"ALB",0,0,"Albania",12,"ALB",1,NA,3193989,-9,8,"Albania","ALB",8,0,1,"Albania","ALB","0","0","1","0","1","2",1,"1","0",1,0,0.0981350704221791,1
"9119",1988,350,"GRC",0,0,"Greece",164,"GRC",0,0.0216,10037000,10,300,"Greece","GRC",300,1,5,"Greece","GRC","0","0","0","0","3","3",0,"1","0",0,1,0.0728116118442753,0
"9120",1988,352,"CYP",0,1,"Cyprus",156,"CYP",0,0,559650,10,196,"Cyprus (1975-)","CYP",196,1,3,"Cyprus","CYP","0","0","0","0","3","3",0,"1","1",0,1,0.341917289139018,0
"9121",1988,355,"BGR",0,0,"Bulgaria",152,"BGR",1,NA,8981000,-7,100,"Bulgaria","BGR",100,0,1,"Bulgaria","BUL","0","0","1","0","1","2",1,"1","0",1,0,0.26796122661767,1
"9122",1988,360,"ROM",0,0,"Romania",190,"ROU",1,1.2,23054000,-8,642,"Romania","ROU",642,0,1,"Romania","ROM","0","0","0","1","1","2",1,"1","0",1,0,0.200721221347918,1
"9123",1988,375,"FIN",0,0,"Finland",163,"FIN",0,0,4951000,10,246,"Finland","FIN",246,1,5,"Finland","FIN","0","0","0","0","3","3",0,"1","0",0,1,0.126623719201204,0
"9124",1988,380,"SWE",0,0,"Sweden",5,"SWE",0,0,8436000,10,752,"Sweden","SWE",752,1,5,"Sweden","SWD","0","0","0","0","1","3",0,"1","0",1,1,0.164963984630822,0
"9125",1988,385,"NOR",0,0,"Norway",186,"NOR",0,14.8,4209000,10,578,"Norway","NOR",578,1,5,"Norway","NOR","0","0","0","0","1","3",0,"1","0",1,1,0.0618280635577676,0
"9126",1988,390,"DNK",0,0,"Denmark",158,"DNK",0,0.44,5130000,10,208,"Denmark","DNK",208,1,5,"Denmark","DEN","0","0","0","0","1","3",0,"1","0",1,1,0.0524441771762874,0
"9131",1988,411,"GNQ",0,0,NA,NA,NA,NA,NA,NA,NA,226,"Equatorial Guinea","GNQ",226,0,4,"Equatorial Guinea","EQG","0","0","1","0","1",".a",1,"1","1",1,NA,NA,NA
"9132",1988,420,"GMB",0,0,"Gambia",117,"GMB",0,0,891000,7,270,"Gambia","GMB",270,0,4,"Gambia","GAM","0","0","0","0","1","1",0,"1","1",1,0,0.759242633874207,0
"9133",1988,432,"MLI",0,0,"Mali",28,"MLI",1,0,7297826,-7,466,"Mali","MLI",466,0,4,"Mali","MLI","0","0","0","1","3","1",1,"1","1",0,0,0.852323152787116,1
"9134",1988,433,"SEN",1,0,"Senegal",31,"SEN",0,0,7443653,-1,686,"Senegal","SEN",686,0,4,"Senegal","SEN","0","0","1","0","1","4",1,"1","1",1,1,0.781410348778875,0
"9135",1988,434,"BEN",0,0,"Benin",52,"BEN",1,0.1,4840647,-7,204,"Benin","BEN",204,0,4,"Benin","BEN","0","0","1","0","1","1",1,"1","0",1,0,0.783490934241527,1
"9138",1988,437,"CIV",0,0,"Ivory Coast",64,"CIV",1,0.12,11871060,-9,384,"Cote d'Ivoire","CIV",384,0,4,"Ivory Coast","CDI","0","0","0","0","1","2",0,"1","1",1,0,0.73790449856596,0
"9141",1988,450,"LBR",0,0,"Liberia",86,"LBR",1,0,2237000,-6,430,"Liberia","LBR",430,0,4,"Liberia","LBR","0","0","1","0","1","2",1,"1","1",1,0,0.8897743836447,1
"9142",1988,451,"SLE",0,0,"Sierra Leone",95,"SLE",1,0,3920000,-7,694,"Sierra Leone","SLE",694,0,4,"Sierra Leone","SIE","0","0","1","0","1",".a",1,"1","1",1,NA,0.799728339841711,1
"9144",1988,461,"TGO",0,0,"Togo",134,"TGO",1,0,3730000,-7,768,"Togo","TGO",768,0,4,"Togo","TOG","0","0","0","1","1","2",1,"1","1",1,0,0.878376132079464,1
"9145",1988,471,"CMR",0,0,"Cameroon",108,"CMR",1,0.52,11500000,-8,120,"Cameroon","CMR",120,0,4,"Cameroon","CAO","0","0","1","0","1","2",1,"1","1",1,0,NA,1
"9147",1988,481,"GAB",0,0,"Gabon",116,"GAB",1,0.645,869000,-9,266,"Gabon","GAB",266,0,4,"Gabon","GAB","0","0","0","1","3","2",1,"1","1",0,0,0.793242029106098,1
"9148",1988,482,"CAF",0,0,"Central African Republic",71,"CAF",1,0,2868201,-7,140,"Central African Republic","CAF",140,0,4,"Central African Republic","CEN","0","0","1","0","1",".a",1,"1","1",1,NA,0.783734626902875,1
"9150",1988,484,"COG",0,0,"Congo_Republic of the",112,"COG",1,0.72,2286692,-8,178,"Congo","COG",178,0,4,"Congo","CON","0","0","0","1","1","2",1,"1","0",1,0,0.707164572189091,1
"9151",1988,490,"ZAR",0,0,"Congo_Democratic Republic of",111,"COD",1,0.112,35492574,-9,180,"Congo, Democratic Republic","COD",180,0,4,"Democratic Republic of the Congo","DRC","0","0","1","0","1","1",1,"1","1",1,0,0.746913296784744,1
"9153",1988,501,"KEN",0,0,"Kenya",40,"KEN",1,0,21906489,-7,404,"Kenya","KEN",404,0,4,"Kenya","KEN","0","0","1","0","1","1",1,"1","1",1,0,0.859551564365071,1
"9154",1988,510,"TZA",0,0,"Tanzania",47,"TZA",1,0.1,23935148,-6,834,"Tanzania","TZA",834,0,4,"Tanzania","TAZ","0","0","0","1","1","1",1,"1","1",1,0,0.647808367003804,1
"9156",1988,517,"RWA",0,0,"Rwanda",129,"RWA",1,0,7109723,-7,646,"Rwanda","RWA",646,0,4,"Rwanda","RWA","0","0","0","1","1","2",1,"1","1",1,0,0.220998415595184,1
"9157",1988,520,"SOM",1,0,"Somalia",130,"SOM",1,0,6658331,-7,706,"Somalia","SOM",706,0,4,"Somalia","SOM","0","0","1","0","1","2",1,"1","1",1,0,0.129042867661153,1
"9158",1988,522,"DJI",0,0,"Djibouti",113,"DJI",1,0,499608,-8,262,"Djibouti","DJI",262,0,4,"Djibouti","DJI","0","0","1","0","1","1",1,"1","1",1,0,0.652566436736036,1
"9159",1988,530,"ETH",0,0,"Ethiopia",38,"ETH",1,0,47643233,-8,231,"Ethiopia (1993-)","ETH",231,NA,NA,"Ethiopia","ETH","0","0","0","1","3","1",1,"1","0",0,0,0.793823517298484,1
"9160",1988,540,"AGO",0,0,"Angola",104,"AGO",1,1.149,10095000,-7,24,"Angola","AGO",24,0,4,"Angola","ANG","0","0","1","0","1","1",1,"1","0",1,0,0.776522026913687,1
"9161",1988,541,"MOZ",0,0,"Mozambique",57,"MOZ",1,0,13328320,-7,508,"Mozambique","MOZ",508,0,4,"Mozambique","MZM","0","0","0","1","1",".a",1,"1","0",1,NA,NA,1
"9162",1988,551,"ZMB",0,0,"Zambia",61,"ZMB",1,0,7663429,-9,894,"Zambia","ZMB",894,0,4,"Zambia","ZAM","0","0","1","0","1","2",1,"1","1",1,0,0.783781657431005,1
"9163",1988,552,"ZWE",0,0,"Zimbabwe",62,"ZWE",0,0,9854026,-6,716,"Zimbabwe","ZWE",716,0,4,"Zimbabwe","ZIM","0","0","0","0","1","2",0,"1","1",1,0,0.386841148955438,0
"9164",1988,553,"MWI",0,0,"Malawi",87,"MWI",1,0,8646197,-9,454,"Malawi","MWI",454,0,4,"Malawi","MAW","0","0","1","0","1",".a",1,"1","0",1,NA,0.79137024144711,1
"9165",1988,560,"ZAF",1,0,"South Africa",8,"ZAF",1,0.0866667,35156000,4,710,"South Africa","ZAF",710,0,4,"South Africa","SAF","1","0","1","0","3","3",1,"1","0",0,1,0.857227690491958,1
"9168",1988,571,"BWA",0,0,"Botswana",68,"BWA",0,0,1287974,7,72,"Botswana","BWA",72,0,4,"Botswana","BOT","0","0","0","0","1","1",0,"1","0",1,0,0.457546507986522,0
"9170",1988,580,"MDG",0,0,"Madagascar",125,"MDG",1,0,11362718,-6,450,"Madagascar","MDG",450,0,4,"Madagascar","MAG","0","0","0","1","1",".a",1,"1","1",1,NA,0.0384697257187311,1
"9171",1988,590,"MUS",0,0,"Mauritius",180,"MUS",0,0,1040840.7,10,480,"Mauritius","MUS",480,1,4,"Mauritius","MAS","0","0","0","0","1","2",0,"1","0",1,0,0.470561299232998,0
"9173",1988,600,"MAR",0,0,"Morocco",90,"MAR",0,0.0027,23848000,-8,504,"Morocco","MAR",504,0,3,"Morocco","MOR","0","0","1","0","1","1",1,"1","0",1,0,0.521406834486757,0
"9174",1988,615,"DZA",2,1,"Algeria",103,"DZA",1,8.5,24025000,-9,12,"Algeria","DZA",12,0,3,"Algeria","ALG","0","0","0","1","1","2",1,"1","1",1,0,0.344292671449459,1
"9175",1988,616,"TUN",0,0,"Tunisia",98,"TUN",1,1.8,7872000,-5,788,"Tunisia","TUN",788,0,3,"Tunisia","TUN","0","0","0","0","1","1",0,"1","1",1,0,0.0535831316440236,0
"9177",1988,625,"SDN",2,4,"Sudan",33,"SDN",0,0.3,24766864,7,736,"Sudan (-2011)","SDN",736,1,4,"Sudan","SUD","0","0","0","0","1","1",0,"1","0",1,0,0.747038130793654,0
"9178",1988,630,"IRN",0,0,"Iran",79,"IRN",1,92.85,53705000,-6,364,"Iran","IRN",364,0,3,"Iran","IRN","0","0","0","1","1","2",1,"1","1",1,0,0.740963556631836,1
"9179",1988,640,"TUR",0,0,"Turkey",99,"TUR",1,0.38,53723000,7,792,"Turkey","TUR",792,1,3,"Turkey","TUR","0","1","0","0","1","3",1,"1","0",1,1,0.303041723644575,1
"9180",1988,645,"IRQ",0,0,"Iraq",80,"IRQ",1,100,17226000,-9,368,"Iraq","IRQ",368,0,3,"Iraq","IRQ","0","0","1","0","1","1",1,"1","0",1,0,0.408812652956502,1
"9181",1988,651,"EGY",1,1,"Egypt",13,"EGY",1,4.3,54981000,-6,818,"Egypt","EGY",818,0,3,"Egypt","EGY","0","0","1","0","1","4",1,"1","1",1,1,0.0127865891688645,1
"9182",1988,652,"SYR",0,0,"Syria",97,"SYR",1,1.75,11960000,-9,760,"Syria","SYR",760,0,3,"Syria","SYR","0","0","0","0","1","2",1,"1","1",1,0,0.207075412918532,1
"9183",1988,660,"LBN",2,0,"Lebanon",44,"LBN",0,0,2904000,0,422,"Lebanon","LBN",422,0,3,"Lebanon","LEB","0","0","0","0","1","1",0,"1","0",1,0,0.129636468744277,0
"9184",1988,663,"JOR",0,0,"Jordan",83,"JOR",1,0.012,2984000,-9,400,"Jordan","JOR",400,0,3,"Jordan","JOR","0","0","0","1","1","1",1,"1","0",1,0,0.0358699547190299,1
"9185",1988,666,"ISR",9,7,"Israel",169,"ISR",0,7e-04,4305000,9,376,"Israel","ISR",376,1,3,"Israel","ISR","0","0","0","0","1","3",0,"1","0",1,1,0.295097215742796,0
"9187",1988,690,"KWT",0,0,NA,NA,NA,NA,NA,NA,NA,414,"Kuwait","KWT",414,0,3,"Kuwait","KUW","0","0","0","1","1","2",1,"1","0",1,0,0.7508456893191,NA
"9192",1988,700,"AFG",0,0,"Afghanistan",36,"AFG",1,0,11857000,NA,4,"Afghanistan","AFG",4,0,8,"Afghanistan","AFG","0","0","1","0","1","1",1,"1","0",1,0,0.691773161140274,1
"9193",1988,710,"CHN",1,8,"China",110,"CHN",1,18.4,1.1e+09,-7,156,"China","CHN",156,0,6,"China","CHN","0","0","1","0","1",".a",0,"1","0",1,NA,0.133498673764776,0
"9194",1988,712,"MNG",0,0,"Mongolia",89,"MNG",1,0,2112000,-7,496,"Mongolia","MNG",496,0,6,"Mongolia","MON","0","0","0","0","1","2",0,"1","0",1,0,0.336440889842549,0
"9195",1988,713,"TWN",0,0,"Taiwan",48,"TWN",0,0.0054,19976096,-1,158,"Taiwan","TWN",158,0,6,"Taiwan","TAW","0","0","0","0","3","4",0,"1","0",0,1,0.279780472450891,0
"9196",1988,731,"PRK",0,0,"Korea_North",41,"PRK",1,0,19563517,-9,408,"Korea, North","PRK",408,0,6,"North Korea","PRK","0","0","0","0","3","2",0,"1","0",0,0,0.00283018369769283,0
"9197",1988,732,"KOR",12,10,"Korea_South",42,"KOR",0,0,41975000,6,410,"Korea, South","KOR",410,1,6,"South Korea","ROK","0","0","0","0","1","4",0,"1","1",1,1,0.00335056801112277,0
"9198",1988,740,"JPN",0,0,"Japan",9,"JPN",0,0.05679,1.23e+08,10,392,"Japan","JPN",392,1,6,"Japan","JPN","0","0","0","0","3","4",0,"1","0",0,1,0.0134238373931702,0
"9199",1988,750,"IND",2,1,"India",39,"IND",0,4.25,826600000,8,356,"India","IND",356,1,8,"India","IND","0","0","0","0","3","1",0,"1","0",0,0,NA,0
"9200",1988,760,"BTN",0,0,"Bhutan",53,"BTN",1,0,530120,-10,64,"Bhutan","BTN",64,0,8,"Bhutan","BHU","0","0","0","1","1",".a",1,"1","0",1,NA,0.594891622104192,1
"9201",1988,770,"PAK",2,1,"Pakistan",29,"PAK",1,0.096,1.09e+08,8,586,"Pakistan (1971-)","PAK",586,1,8,"Pakistan","PAK","0","0","0","1","1","2",1,"1","0",1,0,0.659944543986608,1
"9202",1988,771,"BGD",6,3,"Bangladesh",24,"BGD",0,5e-04,1.08e+08,-5,50,"Bangladesh","BGD",50,1,8,"Bangladesh","BNG","0","0","1","0","1","1",1,"1","1",1,0,0.0363875596052176,0
"9203",1988,775,"MMR",6,6,"Burma_Myanmar",10,"MMR",1,0.058,39542000,-6,104,"Myanmar","MMR",104,0,7,"Myanmar","MYA","0","1","1","0","1","2",1,"1","0",1,0,0.516956245011989,1
"9204",1988,780,"LKA",1,1,"Sri Lanka",131,"LKA",0,0,16848000,5,144,"Sri Lanka","LKA",144,0,8,"Sri Lanka","SRI","0","0","1","0","1","4",1,"1","1",1,1,0.380052421312934,0
"9207",1988,800,"THA",0,0,"Thailand",49,"THA",0,0.099,52948179,3,764,"Thailand","THA",764,1,7,"Thailand","THI","0","0","1","0","1","2",1,"1","0",1,0,0.36964406898832,0
"9208",1988,811,"KHM",0,0,"Cambodia",55,"KHM",1,0,9042000,0,116,"Cambodia","KHM",116,0,7,"Cambodia","CAM","0","0","0","0","1",".a",1,"1","0",1,NA,0.185516538877133,1
"9210",1988,816,"VNM",0,0,"Vietnam_Democratic Republic of",34,"VNM",1,0.1,63640000,-7,704,"Vietnam","VNM",704,0,7,"Vietnam","DRV","0","0","1","0","1","2",1,"1","0",1,0,0.263314818505645,1
"9211",1988,820,"MYS",0,0,"Malaysia",177,"MYS",0,2.9,17103000,4,458,"Malaysia (1966-)","MYS",458,0,7,"Malaysia","MAL","0","0","0","0","3","2",0,"1","0",0,0,0.596213082530373,0
"9213",1988,840,"PHL",0,4,"Philippines",46,"PHL",1,0.016,59439000,8,608,"Philippines","PHL",608,1,7,"Philippines","PHI","0","0","1","0","1","4",1,"1","1",1,1,0.828584459495574,1
"9214",1988,850,"IDN",0,0,"Indonesia",56,"IDN",1,8.4,171500000,-7,360,"Indonesia","IDN",360,0,7,"Indonesia","INS","0","0","1","0","1","3",1,"1","0",1,1,0.773857390963806,1
"9215",1988,900,"AUS",0,0,"Australia",67,"AUS",0,1.69196,16532200,10,36,"Australia","AUS",36,1,5,"Australia","AUL","0","0","0","0","3","4",0,"1","0",0,1,0.0885568523930883,0
"9216",1988,910,"PNG",0,0,"Papua New Guinea",93,"PNG",1,0.2,3925182,4,598,"Papua New Guinea","PNG",598,1,9,"Papua New Guinea","PNG","0","0","0","0","3","2",0,"1","0",0,0,NA,0
"9217",1988,920,"NZL",0,0,"New Zealand",185,"NZL",0,0.16,3350000,10,554,"New Zealand","NZL",554,1,5,"New Zealand","NEW","0","0","0","0","1","2",0,"1","0",1,0,0.308896399815054,0
"9219",1988,940,"SLB",0,0,"Solomon Islands",203,"SLB",0,NA,296555,7,90,"Solomon Islands","SLB",90,1,9,"Solomon Islands","SOL","0","0","0","0","3","2",0,"1","0",0,0,0.113862655440784,0
"9457",1989,2,"USA",0,0,"United States",20,"USA",0,26.825,246800000,10,840,"United States","USA",840,1,5,"United States of America","USA","0","0","0","0","3","1",0,"1","1",0,0,0.378253834135745,0
"9458",1989,20,"CAN",0,0,"Canada",66,"CAN",0,6.785514,27379000,10,124,"Canada","CAN",124,1,5,"Canada","CAN","0","0","0","0","3","2",0,"1","0",0,0,0.705973328741081,0
"9460",1989,40,"CUB",0,0,"Cuba",155,"CUB",1,0,10506107,-7,192,"Cuba","CUB",192,0,2,"Cuba","CUB","0","0","0","1","1","2",1,"1","0",1,0,0.481487016398135,1
"9462",1989,42,"DOM",1,0,"Dominican Republic",114,"DOM",0,0,7155087,6,214,"Dominican Republic","DOM",214,1,2,"Dominican Republic","DOM","0","0","0","0","1","3",0,"1","1",1,1,0.43105678939175,0
"9463",1989,51,"JAM",0,0,"Jamaica",120,"JAM",0,0,2351000,10,388,"Jamaica","JAM",388,1,10,"Jamaica","JAM","0","0","0","0","1","2",0,"1","0",1,0,0.275973001637628,0
"9464",1989,52,"TTO",0,0,"Trinidad and Tobago",135,"TTO",0,0.528,1211000,9,780,"Trinidad and Tobago","TTO",780,1,10,"Trinidad and Tobago","TRI","0","0","0","0","3","1",0,"1","0",0,0,0.642086277775423,0
"9472",1989,70,"MEX",0,0,"Mexico",3,"MEX",0,54.11,81807000,0,484,"Mexico","MEX",484,0,2,"Mexico","MEX","0","0","0","0","3","4",1,"1","1",0,1,0.566867473036971,0
"9474",1989,90,"GTM",0,0,"Guatemala",78,"GTM",1,0.08083,8705022,3,320,"Guatemala","GTM",320,1,2,"Guatemala","GUA","0","0","0","0","1","4",0,"1","1",1,1,0.56225937366699,0
"9475",1989,91,"HND",0,0,"Honduras",27,"HND",0,0,4765000,6,340,"Honduras","HND",340,1,2,"Honduras","HON","0","0","1","0","1","4",1,"1","1",1,1,0.190685485669943,0
"9476",1989,92,"SLV",0,1,"El Salvador",22,"SLV",1,0,5025215,6,222,"El Salvador","SLV",222,1,2,"El Salvador","SAL","0","0","0","0","1","3",0,"1","1",1,1,0.180335713675768,0
"9477",1989,93,"NIC",0,1,"Nicaragua",59,"NIC",0,0,4048896,-1,558,"Nicaragua","NIC",558,1,2,"Nicaragua","NIC","0","0","0","0","1","3",0,"1","1",1,1,0.509568257227543,0
"9478",1989,94,"CRI",0,0,"Costa Rica",73,"CRI",0,0,2998522,10,188,"Costa Rica","CRI",188,1,2,"Costa Rica","COS","0","0","1","0","1","3",1,"1","1",1,1,0.333020347015182,0
"9479",1989,95,"PAN",0,2,"Panama",92,"PAN",0,0,2362172,8,591,"Panama","PAN",591,1,2,"Panama","PAN","0","0","1","0","1","3",1,"1","1",1,1,0.557245266637649,0
"9480",1989,100,"COL",0,0,"Colombia",15,"COL",0,2.028,34205644,8,170,"Colombia","COL",170,1,2,"Colombia","COL","0","0","0","0","1","3",0,"1","1",1,1,0.649973235166827,0
"9481",1989,101,"VEN",1,0,"Venezuela",51,"VEN",0,58.0839,19294590,9,862,"Venezuela","VEN",862,1,2,"Venezuela","VEN","0","0","0","0","3","4",0,"1","1",0,1,0.491386839417438,0
"9482",1989,110,"GUY",0,0,"Guyana",166,"GUY",0,0,733260,-7,328,"Guyana","GUY",328,0,10,"Guyana","GUY","0","0","0","0","1","3",0,"1","1",1,1,0.661835869548739,0
"9484",1989,130,"ECU",0,0,"Ecuador",75,"ECU",0,1.35,10037392,9,218,"Ecuador","ECU",218,1,2,"Ecuador","ECU","0","0","0","0","1","3",0,"1","1",1,1,0.630528457767297,0
"9485",1989,135,"PER",0,0,"Peru",30,"PER",0,0.456806,21319920,7,604,"Peru","PER",604,1,2,"Peru","PER","0","0","0","0","1","2",0,"1","1",1,0,0.627250615707438,0
"9486",1989,140,"BRA",0,1,"Brazil",19,"BRA",0,2.55,1.47e+08,8,76,"Brazil","BRA",76,1,2,"Brazil","BRA","0","0","0","0","3","4",0,"1","1",0,1,0.567580128460704,0
"9487",1989,145,"BOL",0,0,"Bolivia",25,"BOL",0,0.1762,6518201,9,68,"Bolivia","BOL",68,1,2,"Bolivia","BOL","0","0","0","0","1","4",0,"1","1",1,1,0.5921839953575,0
"9488",1989,150,"PRY",0,0,"Paraguay",189,"PRY",0,0,4094303,2,600,"Paraguay","PRY",600,1,2,"Paraguay","PAR","0","0","1","0","1","3",1,"1","1",1,1,0.142023818595312,0
"9490",1989,160,"ARG",1,0,"Argentina",37,"ARG",0,2.268,32123788,7,32,"Argentina","ARG",32,1,2,"Argentina","ARG","0","0","0","0","3","3",0,"1","1",0,1,0.107669085240677,0
"9491",1989,165,"URY",0,0,"Uruguay",102,"URY",0,0,3085203,10,858,"Uruguay","URY",858,1,2,"Uruguay","URU","0","0","0","0","3","3",0,"1","1",0,1,0.189778816794827,0
"9492",1989,200,"GBR",0,0,"United Kingdom",101,"GBR",0,5.175,57358000,10,826,"United Kingdom","GBR",826,1,5,"United Kingdom","UKG","0","0","0","0","1","1",0,"1","0",1,0,0.33529958381177,0
"9493",1989,205,"IRL",0,0,"Ireland",81,"IRL",0,0,3509500,10,372,"Ireland","IRL",372,1,5,"Ireland","IRE","0","0","0","0","1","3",0,"1","1",1,1,0.11520867436302,0
"9494",1989,210,"NLD",0,0,"Netherlands",91,"NLD",0,0.20559,14849000,10,528,"Netherlands","NLD",528,1,5,"Netherlands","NTH","0","0","0","0","1","3",0,"1","0",1,1,0.0822779993636945,0
"9495",1989,211,"BEL",0,0,"Belgium",148,"BEL",0,0,9938000,10,56,"Belgium","BEL",56,1,5,"Belgium","BEL","0","0","0","0","3","3",0,"1","0",0,1,0.56210758088381,0
