"","year","cow","wbcode","riots","antigov","country_name.x","country_id","country_abb.x","party_banVD","oilHM","popHM","polity2","ccode","country_name.y","ccodealp","code_wb","dd_cga","ht_region","country_name","country_abb.y","banethnic","banrelig","bansys","banall","govstruct","elecSystem","partybanIEP","elecleg","elecexec","unitary","PRsystem","NewEthFrac","partybanUni"
"2605",1969,770,"PAK",12,4,"Pakistan",29,"PAK",1,0.05,60100000,1,586,"Pakistan (1971-)","PAK",586,NA,NA,"Pakistan","PAK","0","0","0","0","1","1",0,"1","0",1,0,0.605998010479566,0
"2607",1969,780,"LKA",0,0,"Sri Lanka",131,"LKA",0,0,12255000,7,144,"Sri Lanka","LKA",144,1,8,"Sri Lanka","SRI","0","0","0","0","1","1",0,"1","0",1,0,0.428515803196249,0
"2610",1969,800,"THA",0,0,"Thailand",49,"THA",0,2e-04,36247750,2,764,"Thailand","THA",764,0,7,"Thailand","THI","0","0","0","0","1","2",0,"1","0",1,0,0.381993564034203,0
"2611",1969,811,"KHM",0,0,"Cambodia",55,"KHM",1,0,6814000,-9,116,"Cambodia","KHM",116,0,7,"Cambodia","CAM","0","0","0","0","1","1",0,"1","0",1,0,0.214939828399323,0
"2612",1969,812,"LAO",0,0,"Laos",123,"LAO",1,0,2625000,0,418,"Laos","LAO",418,0,7,"Laos","LAO","0","0","0","0","3","1",0,"1","0",0,0,0.578296513368571,0
"2613",1969,820,"MYS",3,1,"Malaysia",177,"MYS",0,NA,10581000,1,458,"Malaysia (1966-)","MYS",458,0,7,"Malaysia","MAL","0","0","0","0","3","2",0,"1","0",0,0,0.60272748446902,0
"2614",1969,840,"PHL",0,1,"Philippines",46,"PHL",1,0,35532000,2,608,"Philippines","PHL",608,0,7,"Philippines","PHI","0","0","0","0","1","1",0,"1","1",1,0,0.827786861833575,0
"2616",1969,900,"AUS",1,2,"Australia",67,"AUS",0,2.5,12263000,10,36,"Australia","AUS",36,1,5,"Australia","AUL","0","0","0","0","3","4",0,"1","0",0,1,0.0338290000598807,0
"2617",1969,920,"NZL",0,0,"New Zealand",185,"NZL",0,0.026,2804000,10,554,"New Zealand","NZL",554,1,5,"New Zealand","NEW","0","0","0","0","1","1",0,"1","0",1,0,0.206243405724796,0
"2816",1970,2,"USA",5,20,"United States",20,"USA",0,29.63186,205100000,10,840,"United States","USA",840,1,5,"United States of America","USA","0","0","0","0","3","1",0,"1","1",0,0,0.292313477551716,0
"2817",1970,20,"CAN",1,1,"Canada",66,"CAN",0,8.782,21324000,10,124,"Canada","CAN",124,1,5,"Canada","CAN","0","0","0","0","3","2",0,"1","0",0,0,0.692253123562418,0
"2820",1970,42,"DOM",2,1,"Dominican Republic",114,"DOM",1,0,4595872,-3,214,"Dominican Republic","DOM",214,1,2,"Dominican Republic","DOM","0","0","1","0","1","3",1,"1","1",1,1,0.41415177442685,1
"2821",1970,51,"JAM",0,0,"Jamaica",120,"JAM",0,0,1869000,10,388,"Jamaica","JAM",388,1,10,"Jamaica","JAM","0","0","0","0","1","2",0,"1","0",1,0,0.340476937344406,0
"2822",1970,52,"TTO",2,1,"Trinidad and Tobago",135,"TTO",0,0.6,971000,8,780,"Trinidad and Tobago","TTO",780,1,10,"Trinidad and Tobago","TRI","0","0","0","0","1","1",0,"1","0",1,0,0.631172224051047,0
"2824",1970,70,"MEX",0,2,"Mexico",3,"MEX",0,6,51910000,-6,484,"Mexico","MEX",484,0,2,"Mexico","MEX","0","0","0","0","3","4",0,"1","1",0,1,0.548968098473182,0
"2825",1970,90,"GTM",1,0,"Guatemala",78,"GTM",1,0,5418939,1,320,"Guatemala","GTM",320,1,2,"Guatemala","GUA","0","0","1","0","1","4",1,"1","1",1,1,0.589304110856062,1
"2826",1970,91,"HND",0,0,"Honduras",27,"HND",1,5e-04,2691000,-1,340,"Honduras","HND",340,0,2,"Honduras","HON","0","0","1","0","1","4",1,"1","1",1,1,0.165261253339494,1
"2827",1970,92,"SLV",0,0,"El Salvador",22,"SLV",1,0,3598235,0,222,"El Salvador","SLV",222,0,2,"El Salvador","SAL","0","0","1","0","1","3",1,"1","1",1,1,0.191606909752388,1
"2828",1970,93,"NIC",0,0,"Nicaragua",59,"NIC",1,0,2395092,-8,558,"Nicaragua","NIC",558,0,2,"Nicaragua","NIC","0","0","1","0","1","3",1,"1","1",1,1,0.48064525473061,1
"2829",1970,94,"CRI",0,0,"Costa Rica",73,"CRI",1,0,1821055,10,188,"Costa Rica","CRI",188,1,2,"Costa Rica","COS","0","0","0","0","1","3",0,"1","1",1,1,0.284294023661614,0
"2831",1970,100,"COL",1,1,"Colombia",15,"COL",0,1.75,22500497,7,170,"Colombia","COL",170,1,2,"Colombia","COL","0","0","0","1","1","3",1,"1","1",1,1,0.655149766657157,0
"2832",1970,101,"VEN",1,0,"Venezuela",51,"VEN",0,14.75,10721086,9,862,"Venezuela","VEN",862,1,2,"Venezuela","VEN","0","0","1","0","3","4",1,"1","1",0,1,0.468817313264543,0
"2833",1970,110,"GUY",0,0,"Guyana",166,"GUY",0,0,709379,1,328,"Guyana","GUY",328,0,10,"Guyana","GUY","0","0","0","0","1","3",0,"1","0",1,1,0.62587928155015,0
"2834",1970,130,"ECU",1,1,"Ecuador",75,"ECU",0,0.5,5969919,0,218,"Ecuador","ECU",218,0,2,"Ecuador","ECU","0","0","0","0","1","3",0,"1","1",1,1,0.66648903016325,0
"2835",1970,135,"PER",0,0,"Peru",30,"PER",0,0.315,13192675,-7,604,"Peru","PER",604,0,2,"Peru","PER","0","0","0","0","1","3",0,"1","1",1,1,0.633964059501468,0
"2836",1970,140,"BRA",0,2,"Brazil",19,"BRA",1,0.882,9.6e+07,-9,76,"Brazil","BRA",76,0,2,"Brazil","BRA","0","0","1","0","3","4",1,"1","0",0,1,0.570651393754103,1
"2838",1970,150,"PRY",0,0,"Paraguay",189,"PRY",1,0,2350398,-8,600,"Paraguay","PRY",600,0,2,"Paraguay","PAR","0","0","1","0","1","3",1,"1","1",1,1,0.117098382139894,1
"2839",1970,155,"CHL",2,1,"Chile",72,"CHL",0,0.13,9569625,6,152,"Chile","CHL",152,1,2,"Chile","CHL","0","0","0","0","1","3",0,"1","1",1,1,0.500526413137401,0
"2841",1970,165,"URY",1,1,"Uruguay",102,"URY",0,0,2808433,8,858,"Uruguay","URY",858,1,2,"Uruguay","URU","0","0","0","0","3","3",0,"1","1",0,1,0.198396793662302,0
"2842",1970,200,"GBR",0,2,"United Kingdom",101,"GBR",0,0.007,55632000,10,826,"United Kingdom","GBR",826,1,5,"United Kingdom","UKG","0","0","0","0","1","1",0,"1","0",1,0,0.313830827354455,0
"2843",1970,205,"IRL",0,2,"Ireland",81,"IRL",0,0,2950000,10,372,"Ireland","IRL",372,1,5,"Ireland","IRE","0","0","0","0","1","3",0,"1","1",1,1,0.0815064415500002,0
"2844",1970,210,"NLD",0,2,"Netherlands",91,"NLD",0,0.275,13039000,10,528,"Netherlands","NLD",528,1,5,"Netherlands","NTH","0","0","0","0","3","3",0,"1","0",0,1,0.0206987489996695,0
"2845",1970,211,"BEL",0,0,"Belgium",148,"BEL",0,0,9638000,10,56,"Belgium","BEL",56,1,5,"Belgium","BEL","0","0","0","0","1","3",0,"1","0",1,1,0.53239224829491,0
"2847",1970,220,"FRA",6,4,"France",76,"FRA",0,0.15,50772000,8,250,"France (1963-)","FRA",250,1,5,"France","FRN","0","0","0","0","1","2",0,"1","1",1,0,NA,0
"2848",1970,225,"CHE",0,0,"Switzerland",6,"CHE",0,0,6267000,10,756,"Switzerland","CHE",756,1,5,"Switzerland","SWZ","0","0","0","0","2","2",0,"1","0",0,0,0.252976235185248,0
"2850",1970,235,"PRT",1,0,"Portugal",21,"PRT",1,0,9044200,-9,620,"Portugal","PRT",620,0,5,"Portugal","POR","0","0","0","0","1","1",0,"1","0",1,0,0.00337816897827881,0
"2852",1970,305,"AUT",0,0,"Austria",144,"AUT",0,0.147,7426000,10,40,"Austria","AUT",40,1,5,"Austria","AUS","0","0","0","0","3","3",0,"1","1",0,1,0.0796015898356954,0
"2853",1970,310,"HUN",0,0,"Hungary",210,"HUN",1,NA,10337000,-7,348,"Hungary","HUN",348,0,1,"Hungary","HUN","0","0","0","0","1","2",0,"1","0",1,0,0.062097552852746,0
"2854",1970,325,"ITA",6,3,"Italy",82,"ITA",0,0.25,53822000,10,380,"Italy","ITA",380,1,5,"Italy","ITA","0","0","0","0","3","4",0,"1","0",0,1,0.0497750382535116,0
"2856",1970,339,"ALB",0,0,"Albania",12,"ALB",1,NA,2135598,-9,8,"Albania","ALB",8,0,1,"Albania","ALB","0","0","1","0","1","2",1,"1","0",1,0,0.0758643806667875,1
"2857",1970,350,"GRC",0,0,"Greece",164,"GRC",1,0,8793000,-7,300,"Greece","GRC",300,0,5,"Greece","GRC","0","0","0","1",".a","3",1,"1","0",NA,1,0.0512301586201808,1
"2858",1970,352,"CYP",0,0,"Cyprus",156,"CYP",0,0,614450,7,196,"Cyprus (1975-)","CYP",196,NA,NA,"Cyprus","CYP","0","0","0","0","3","3",0,"1","1",0,1,0.338051228085797,0
"2859",1970,355,"BGR",0,0,"Bulgaria",152,"BGR",1,NA,8490000,-7,100,"Bulgaria","BGR",100,0,1,"Bulgaria","BUL","0","0","0","0","1","1",0,"1","0",1,0,0.255327890256476,0
"2860",1970,360,"ROM",0,0,"Romania",190,"ROU",1,NA,20253000,-7,642,"Romania","ROU",642,0,1,"Romania","ROM","0","0","1","0","3","2",1,"1","0",0,0,0.216956050379286,1
"2861",1970,375,"FIN",0,0,"Finland",163,"FIN",0,0,4606000,10,246,"Finland","FIN",246,1,5,"Finland","FIN","0","0","0","0","3","3",0,"1","1",0,1,0.118846531412992,0
"2862",1970,380,"SWE",0,0,"Sweden",5,"SWE",0,0,8043000,10,752,"Sweden","SWE",752,1,5,"Sweden","SWD","0","0","0","0","1","3",0,"1","0",1,1,0.132535979990231,0
"2863",1970,385,"NOR",0,0,"Norway",186,"NOR",0,0,3877000,10,578,"Norway","NOR",578,1,5,"Norway","NOR","0","0","0","0","1","3",0,"1","0",1,1,0.0311049825305374,0
"2864",1970,390,"DNK",0,0,"Denmark",158,"DNK",0,0,4929000,10,208,"Denmark","DNK",208,1,5,"Denmark","DEN","0","0","0","0","1","3",0,"1","0",1,1,0.0202499097493103,0
"2867",1970,411,"GNQ",0,0,NA,NA,NA,NA,NA,NA,NA,226,"Equatorial Guinea","GNQ",226,0,4,"Equatorial Guinea","EQG","0","0","0","0","1","4",0,"1","1",1,1,NA,NA
"2868",1970,420,"GMB",0,0,"Gambia",117,"GMB",0,0,481577,8,270,"Gambia","GMB",270,0,4,"Gambia","GAM","0","0","0","0","1","1",0,"1","0",1,0,0.754684467177097,0
"2870",1970,433,"SEN",0,0,"Senegal",31,"SEN",1,0,4401975,-7,686,"Senegal","SEN",686,0,4,"Senegal","SEN","0","0","1","0","1","2",1,"1","1",1,0,0.798031418659727,1
"2871",1970,435,"MRT",0,0,"Mauritania",65,"MRT",1,0,1150387,-7,478,"Mauritania","MRT",478,0,4,"Mauritania","MAA","0","0","1","0","1","2",1,"1","1",1,0,0.622259305484147,1
"2872",1970,436,"NER",0,0,"Niger",60,"NER",1,0,4216751,-7,562,"Niger","NER",562,0,4,"Niger","NIR","0","0","1","0","1",".a",1,"1","1",1,NA,0.677618527237352,1
"2873",1970,437,"CIV",0,0,"Ivory Coast",64,"CIV",1,0,5310134,-9,384,"Cote d'Ivoire","CIV",384,0,4,"Ivory Coast","CDI","0","0","0","1","1",".a",1,"1","1",1,NA,0.7421610720225,1
"2874",1970,450,"LBR",0,0,"Liberia",86,"LBR",1,0,1430000,-6,430,"Liberia","LBR",430,0,4,"Liberia","LBR","0","0","0","0","1","1",NA,"1","1",1,0,0.889056101319542,NA
"2876",1970,452,"GHA",0,0,"Ghana",7,"GHA",1,0,9060000,3,288,"Ghana","GHA",288,1,4,"Ghana","GHA","0","0","0","0","1","1",0,"1","0",1,0,0.736047731947442,0
"2878",1970,471,"CMR",0,0,"Cameroon",108,"CMR",1,0,6840000,-7,120,"Cameroon","CMR",120,0,4,"Cameroon","CAO","0","0","0","1","3","2",1,"1","1",0,0,NA,1
"2880",1970,481,"GAB",0,0,"Gabon",116,"GAB",1,0.5,529000,-9,266,"Gabon","GAB",266,0,4,"Gabon","GAB","0","0","0","0","3",".a",NA,"1","1",0,NA,0.782781309016648,NA
"2882",1970,483,"TCD",0,0,"Chad",109,"TCD",1,0,3682355,-9,148,"Chad","TCD",148,0,4,"Chad","CHA","0","0","0","0","1","1",1,"1","0",1,0,0.826138821498445,1
"2884",1970,490,"ZAR",0,0,"Congo_Democratic Republic of",111,"COD",1,0.001,20597922,-9,180,"Congo, Democratic Republic","COD",180,0,4,"Democratic Republic of the Congo","DRC","0","0","0","0","1","3",NA,"1","1",1,1,0.789709940869194,NA
"2885",1970,500,"UGA",0,1,"Uganda",50,"UGA",1,0,9442141,-7,800,"Uganda","UGA",800,0,4,"Uganda","UGA","0","0","0","1","1",".a",1,"1","0",1,NA,0.887726068138027,1
"2886",1970,501,"KEN",0,0,"Kenya",40,"KEN",1,0,11272998,-7,404,"Kenya","KEN",404,0,4,"Kenya","KEN","0","0","1","0","1","1",1,"1","1",1,0,0.863714921289463,1
"2887",1970,510,"TZA",0,0,"Tanzania",47,"TZA",1,0,13598354,-6,834,"Tanzania","TZA",834,0,4,"Tanzania","TAZ","0","0","0","1","1","1",1,"1","1",1,0,0.701678218463703,1
"2889",1970,517,"RWA",0,0,"Rwanda",129,"RWA",1,0,3775833,-5,646,"Rwanda","RWA",646,0,4,"Rwanda","RWA","1","0","1","0","1","3",1,"1","0",1,1,0.182869848297482,1
"2891",1970,530,"ETH",0,0,"Ethiopia",38,"ETH",1,0,28937000,-9,231,"Ethiopia (1993-)","ETH",231,NA,NA,"Ethiopia","ETH","0","0","0","1","1",".a",1,"1","0",1,NA,0.799925265869745,1
"2892",1970,551,"ZMB",0,0,"Zambia",61,"ZMB",0,0,4265148,0,894,"Zambia","ZMB",894,0,4,"Zambia","ZAM","0","0","0","0","1","2",0,"1","1",1,0,0.802177651752718,0
"2893",1970,553,"MWI",0,0,"Malawi",87,"MWI",1,0,4517806,-9,454,"Malawi","MWI",454,0,4,"Malawi","MAW","0","0","0","1","1","1",1,"1","0",1,0,0.789275444174658,1
"2894",1970,560,"ZAF",2,3,"South Africa",8,"ZAF",1,0,22502000,4,710,"South Africa","ZAF",710,0,4,"South Africa","SAF","1","0","1","0","3","3",1,"1","0",0,1,0.855402305832382,1
"2896",1970,571,"BWA",0,0,"Botswana",68,"BWA",0,0,701140,6,72,"Botswana","BWA",72,0,4,"Botswana","BOT","0","0","0","0","1",".a",0,"1","0",1,NA,0.502906076763408,0
"2897",1970,572,"SWZ",0,0,"Swaziland",132,"SWZ",0,0,419000,0,748,"Swaziland","SWZ",748,0,4,"Swaziland","SWA","0","0","0","0","1","1",0,"1","0",1,0,0.143001567106199,0
"2898",1970,590,"MUS",0,0,"Mauritius",180,"MUS",0,0,826000,9,480,"Mauritius","MUS",480,1,4,"Mauritius","MAS","0","0","0","0","1","2",0,"1","0",1,0,0.474881011265262,0
"2901",1970,616,"TUN",0,0,"Tunisia",98,"TUN",1,0.5,5127000,-8,788,"Tunisia","TUN",788,0,3,"Tunisia","TUN","0","0","1","0","1","1",1,"1","1",1,0,0.0790140888288258,1
"2903",1970,625,"SDN",0,0,"Sudan",33,"SDN",1,0,14494816,-2,736,"Sudan (-2011)","SDN",736,0,4,"Sudan","SUD","0","0","0","0","1",".a",0,"1","0",1,NA,0.746087321557216,0
"2904",1970,630,"IRN",0,0,"Iran",79,"IRN",1,55,28805000,-10,364,"Iran","IRN",364,0,3,"Iran","IRN","0","0","1","0","1","2",1,"1","0",1,0,0.734210479647655,1
"2905",1970,640,"TUR",4,1,"Turkey",99,"TUR",1,0.65,35321000,8,792,"Turkey","TUR",792,1,3,"Turkey","TUR","0","0","1","0","1","4",1,"1","0",1,1,0.177499855335032,1
"2906",1970,645,"IRQ",0,0,"Iraq",80,"IRQ",1,27.5,10210000,-7,368,"Iraq","IRQ",368,0,3,"Iraq","IRQ","0","0","1","0","1",".a",1,"1","0",1,NA,0.381477751987673,1
"2908",1970,660,"LBN",0,0,"Lebanon",44,"LBN",0,0,2443000,5,422,"Lebanon","LBN",422,1,3,"Lebanon","LEB","0","0","0","0","1","1",0,"1","0",1,0,0.126966273830065,0
"2909",1970,663,"JOR",2,0,"Jordan",83,"JOR",1,0,1623000,-9,400,"Jordan","JOR",400,0,3,"Jordan","JOR","0","0","0","1","1","1",1,"1","0",1,0,0.0347471285495743,1
"2910",1970,666,"ISR",0,0,"Israel",169,"ISR",0,0.013,2898000,9,376,"Israel","ISR",376,1,3,"Israel","ISR","0","0","0","0","1","3",0,"1","0",1,1,0.242664017753027,0
"2912",1970,690,"KWT",0,0,NA,NA,NA,NA,NA,NA,NA,414,"Kuwait","KWT",414,0,3,"Kuwait","KUW","0","0","0","1","1","2",1,"1","0",1,0,0.738299986554174,NA
"2914",1970,700,"AFG",0,1,"Afghanistan",36,"AFG",1,0.1,11840000,-7,4,"Afghanistan","AFG",4,0,8,"Afghanistan","AFG","0","0","0","0","3","1",NA,"1","0",0,0,0.619248188153792,NA
"2916",1970,712,"MNG",0,0,"Mongolia",89,"MNG",1,0,1256000,-7,496,"Mongolia","MNG",496,0,6,"Mongolia","MON","0","0","0","0","1","2",0,"1","0",1,0,0.370278598892394,0
"2917",1970,713,"TWN",0,1,"Taiwan",48,"TWN",1,0.018,14598316,-8,158,"Taiwan","TWN",158,0,6,"Taiwan","TAW","0","0","1","0","3","4",1,"1","0",0,1,0.222404786235816,1
"2918",1970,731,"PRK",0,0,"Korea_North",41,"PRK",1,0,14246772,-9,408,"Korea, North","PRK",408,0,6,"North Korea","PRK","0","0","0","0","3","2",0,"1","0",0,0,0.000694158862652117,0
"2919",1970,732,"KOR",1,1,"Korea_South",42,"KOR",0,0,31923000,3,410,"Korea, South","KOR",410,0,6,"South Korea","ROK","0","0","0","0","1","4",0,"1","1",1,1,0.000280760581014672,0
"2920",1970,740,"JPN",0,3,"Japan",9,"JPN",0,0.034,1.04e+08,10,392,"Japan","JPN",392,1,6,"Japan","JPN","0","0","0","0","3","1",0,"1","0",0,0,0.0122214651339045,0
"2921",1970,750,"IND",6,2,"India",39,"IND",0,0.715,5.53e+08,9,356,"India","IND",356,1,8,"India","IND","0","0","0","0","3","1",0,"1","0",0,0,NA,0
"2922",1970,770,"PAK",2,2,"Pakistan",29,"PAK",0,0.045,61800000,0,586,"Pakistan (1971-)","PAK",586,NA,NA,"Pakistan","PAK","0","0","0","0","1","1",0,"1","0",1,0,0.608441885725926,0
"2924",1970,780,"LKA",2,0,"Sri Lanka",131,"LKA",0,0,12520000,8,144,"Sri Lanka","LKA",144,1,8,"Sri Lanka","SRI","0","0","0","0","1","1",0,"1","0",1,0,0.425972242076177,0
"2927",1970,800,"THA",0,1,"Thailand",49,"THA",0,0.00015,37246684,2,764,"Thailand","THA",764,0,7,"Thailand","THI","0","0","0","0","1","2",0,"1","0",1,0,0.381378045675067,0
"2928",1970,811,"KHM",5,5,"Cambodia",55,"KHM",1,0,6938000,-7,116,"Cambodia","KHM",116,0,7,"Cambodia","CAM","0","0","0","0","1","1",0,"1","0",1,0,0.213204351536332,0
"2929",1970,812,"LAO",0,0,"Laos",123,"LAO",1,0,2692000,0,418,"Laos","LAO",418,0,7,"Laos","LAO","0","0","0","0","3","1",0,"1","0",0,0,0.579990075557436,0
"2930",1970,820,"MYS",0,0,"Malaysia",177,"MYS",0,NA,10853000,1,458,"Malaysia (1966-)","MYS",458,0,7,"Malaysia","MAL","0","0","0","0","3","2",0,"1","0",0,0,0.602733048405924,0
"2931",1970,840,"PHL",7,3,"Philippines",46,"PHL",1,0,36567000,2,608,"Philippines","PHL",608,0,7,"Philippines","PHI","0","0","0","0","1","1",0,"1","1",1,0,0.828365535147254,0
"2932",1970,850,"IDN",0,2,"Indonesia",56,"IDN",1,9,116900000,-7,360,"Indonesia","IDN",360,0,7,"Indonesia","INS","0","0","1","0","1","3",1,"1","0",1,1,0.735256399529234,1
"2933",1970,900,"AUS",0,5,"Australia",67,"AUS",0,2.5,12507000,10,36,"Australia","AUS",36,1,5,"Australia","AUL","0","0","0","0","3","4",0,"1","0",0,1,0.0356259873874508,0
"2934",1970,920,"NZL",0,2,"New Zealand",185,"NZL",0,0.026,2820000,10,554,"New Zealand","NZL",554,1,5,"New Zealand","NEW","0","0","0","0","1","1",0,"1","0",1,0,0.208810214950461,0
"3135",1971,2,"USA",1,2,"United States",20,"USA",0,39.00133,207700000,10,840,"United States","USA",840,1,5,"United States of America","USA","0","0","0","0","3","1",0,"1","1",0,0,0.296073621528115,0
"3136",1971,20,"CAN",0,1,"Canada",66,"CAN",0,10.75,21645535,10,124,"Canada","CAN",124,1,5,"Canada","CAN","0","0","0","0","3","2",0,"1","0",0,0,0.693120411273765,0
"3139",1971,42,"DOM",0,0,"Dominican Republic",114,"DOM",1,0,4728481,-3,214,"Dominican Republic","DOM",214,1,2,"Dominican Republic","DOM","0","0","1","0","1","3",1,"1","1",1,1,0.41503262563275,1
"3140",1971,51,"JAM",0,0,"Jamaica",120,"JAM",0,0,1896000,10,388,"Jamaica","JAM",388,1,10,"Jamaica","JAM","0","0","0","0","1","2",0,"1","0",1,0,0.336939065707709,0
"3141",1971,52,"TTO",0,0,"Trinidad and Tobago",135,"TTO",0,0.575,981000,8,780,"Trinidad and Tobago","TTO",780,1,10,"Trinidad and Tobago","TRI","0","0","0","0","1","1",0,"1","0",1,0,0.631777331285764,0
"3143",1971,70,"MEX",2,0,"Mexico",3,"MEX",0,3.2,53552000,-6,484,"Mexico","MEX",484,0,2,"Mexico","MEX","0","0","0","0","3","4",0,"1","1",0,1,0.549945626764899,0
"3144",1971,90,"GTM",0,1,"Guatemala",78,"GTM",1,0,5569633,1,320,"Guatemala","GTM",320,1,2,"Guatemala","GUA","0","0","1","0","1","4",1,"1","1",1,1,0.588216463264717,1
"3145",1971,91,"HND",0,0,"Honduras",27,"HND",1,5e-04,2766000,0,340,"Honduras","HND",340,1,2,"Honduras","HON","0","0","1","0","1","4",1,"1","1",1,1,0.166497180043498,1
"3146",1971,92,"SLV",0,0,"El Salvador",22,"SLV",1,0,3709373,0,222,"El Salvador","SLV",222,0,2,"El Salvador","SAL","0","0","1","0","1","3",1,"1","1",1,1,0.191050949907394,1
"3147",1971,93,"NIC",0,0,"Nicaragua",59,"NIC",1,0,2471552,-8,558,"Nicaragua","NIC",558,0,2,"Nicaragua","NIC","0","0","1","0","1","3",1,"1","1",1,1,0.48221041732655,1
"3148",1971,94,"CRI",0,0,"Costa Rica",73,"CRI",1,0,1865957,10,188,"Costa Rica","CRI",188,1,2,"Costa Rica","COS","0","0","0","0","1","3",0,"1","1",1,1,0.286760919680378,0
"3150",1971,100,"COL",2,0,"Colombia",15,"COL",0,1.675,23067381,7,170,"Colombia","COL",170,1,2,"Colombia","COL","0","0","0","1","1","3",1,"1","1",1,1,0.654947868727614,0
"3151",1971,101,"VEN",1,0,"Venezuela",51,"VEN",0,14,11089373,9,862,"Venezuela","VEN",862,1,2,"Venezuela","VEN","0","0","1","0","3","4",1,"1","1",0,1,0.469989155188023,0
"3152",1971,110,"GUY",0,0,"Guyana",166,"GUY",0,0,716722,1,328,"Guyana","GUY",328,0,10,"Guyana","GUY","0","0","0","0","1","3",0,"1","0",1,1,0.627993740206083,0
"3153",1971,130,"ECU",0,0,"Ecuador",75,"ECU",0,0.75,6148336,0,218,"Ecuador","ECU",218,0,2,"Ecuador","ECU","0","0","0","0","1","3",0,"1","1",1,1,0.665825092380129,0
"3154",1971,135,"PER",0,0,"Peru",30,"PER",0,0.27,13566967,-7,604,"Peru","PER",604,0,2,"Peru","PER","0","0","0","0","1","3",0,"1","1",1,1,0.63362676430363,0
"3157",1971,150,"PRY",0,0,"Paraguay",189,"PRY",1,0,2406112,-8,600,"Paraguay","PRY",600,0,2,"Paraguay","PAR","0","0","1","0","1","3",1,"1","1",1,1,0.118318060943125,1
"3158",1971,155,"CHL",1,1,"Chile",72,"CHL",0,0.125,9745434,6,152,"Chile","CHL",152,1,2,"Chile","CHL","0","0","0","0","1","3",0,"1","1",1,1,0.499164471074708,0
"3160",1971,165,"URY",1,0,"Uruguay",102,"URY",0,0,2816862,3,858,"Uruguay","URY",858,1,2,"Uruguay","URU","0","0","0","0","3","3",0,"1","1",0,1,0.19803757245681,0
"3161",1971,200,"GBR",0,0,"United Kingdom",101,"GBR",0,1,55928000,10,826,"United Kingdom","GBR",826,1,5,"United Kingdom","UKG","0","0","0","0","1","1",0,"1","0",1,0,0.314494442276233,0
"3162",1971,205,"IRL",0,0,"Ireland",81,"IRL",0,0,2978000,10,372,"Ireland","IRL",372,1,5,"Ireland","IRE","0","0","0","0","1","3",0,"1","1",1,1,0.0830330609039757,0
"3163",1971,210,"NLD",0,0,"Netherlands",91,"NLD",0,0.261,13195000,10,528,"Netherlands","NLD",528,1,5,"Netherlands","NTH","0","0","0","0","3","3",0,"1","0",0,1,0.0222945187451609,0
"3164",1971,211,"BEL",0,0,"Belgium",148,"BEL",0,0,9673000,10,56,"Belgium","BEL",56,1,5,"Belgium","BEL","0","0","0","0","3","3",0,"1","0",0,1,0.534083416943777,0
"3166",1971,220,"FRA",2,1,"France",76,"FRA",0,0.125,51251000,8,250,"France (1963-)","FRA",250,1,5,"France","FRN","0","0","0","0","1","2",0,"1","1",1,0,NA,0
"3167",1971,225,"CHE",0,0,"Switzerland",6,"CHE",0,0,6324000,10,756,"Switzerland","CHE",756,1,5,"Switzerland","SWZ","0","0","0","0","2","2",0,"1","0",0,0,0.255361798658972,0
"3169",1971,235,"PRT",0,1,"Portugal",21,"PRT",1,0,8644000,-9,620,"Portugal","PRT",620,0,5,"Portugal","POR","0","0","0","0","1","1",0,"1","0",1,0,0.00374013274989982,0
"3171",1971,305,"AUT",0,0,"Austria",144,"AUT",0,0.18,7460000,10,40,"Austria","AUT",40,1,5,"Austria","AUS","0","0","0","0","3","3",0,"1","1",0,1,0.0818985950622878,0
"3172",1971,310,"HUN",0,0,"Hungary",210,"HUN",1,NA,10365000,-7,348,"Hungary","HUN",348,0,1,"Hungary","HUN","0","0","0","0","1","2",0,"1","0",1,0,0.0634118533427699,0
"3173",1971,325,"ITA",10,6,"Italy",82,"ITA",0,0.225,54074000,10,380,"Italy","ITA",380,1,5,"Italy","ITA","0","0","0","0","3","4",0,"1","0",0,1,0.050732938348607,0
"3175",1971,339,"ALB",0,0,"Albania",12,"ALB",1,NA,2188649,-9,8,"Albania","ALB",8,0,1,"Albania","ALB","0","0","1","0","1","2",1,"1","0",1,0,0.076968689921258,1
"3176",1971,350,"GRC",0,1,"Greece",164,"GRC",1,0,8831000,-7,300,"Greece","GRC",300,0,5,"Greece","GRC","0","0","0","1",".a","3",1,"1","0",NA,1,0.0520321944043635,1
"3177",1971,352,"CYP",0,0,"Cyprus",156,"CYP",0,0,620000,7,196,"Cyprus (1975-)","CYP",196,NA,NA,"Cyprus","CYP","0","0","0","0","3","3",0,"1","1",0,1,0.338271140543049,0
"3178",1971,355,"BGR",0,0,"Bulgaria",152,"BGR",1,NA,8536000,-7,100,"Bulgaria","BGR",100,0,1,"Bulgaria","BUL","0","0","0","0","1","1",0,"1","0",1,0,0.255974516379646,0
"3179",1971,360,"ROM",0,0,"Romania",190,"ROU",1,NA,20470000,-7,642,"Romania","ROU",642,0,1,"Romania","ROM","0","0","1","0","3","2",1,"1","0",0,0,0.215505766545798,1
